Observation    Measured       Simulated      Weight          Residual   Sensitive
Date20041128  1.170000E+00  1.888790E+00  1.000000E+00  -7.187900E-01      YES
Date20041129  1.110000E+00  1.998620E+00  1.000000E+00  -8.886200E-01      YES
Date20041130  9.300000E-01  1.967740E+00  1.000000E+00  -1.037740E+00      YES
Date20041201  8.100000E-01  1.860960E+00  1.000000E+00  -1.050960E+00      YES
Date20041202  7.600000E-01  1.772770E+00  1.000000E+00  -1.012770E+00      YES
Date20041203  7.100000E-01  1.706830E+00  1.000000E+00  -9.968300E-01      YES
Date20041204  6.600000E-01  1.666630E+00  1.000000E+00  -1.006630E+00      YES
Date20041205  6.100000E-01  1.592500E+00  1.000000E+00  -9.825000E-01      YES
Date20041206  5.600000E-01  1.508670E+00  1.000000E+00  -9.486700E-01      YES
Date20041207  5.600000E-01  1.430420E+00  1.000000E+00  -8.704200E-01      YES
Date20041208  5.600000E-01  1.359080E+00  1.000000E+00  -7.990800E-01      YES
Date20041209  5.200000E-01  1.292400E+00  1.000000E+00  -7.724000E-01      YES
Date20041210  5.200000E-01  1.225160E+00  1.000000E+00  -7.051600E-01      YES
Date20041211  4.600000E-01  1.160090E+00  1.000000E+00  -7.000900E-01      YES
Date20041212  4.000000E-01  1.098040E+00  1.000000E+00  -6.980400E-01      YES
Date20041213  4.000000E-01  1.038280E+00  1.000000E+00  -6.382800E-01      YES
Date20041214  3.400000E-01  9.818850E-01  1.000000E+00  -6.418850E-01      YES
Date20041215  3.400000E-01  9.280280E-01  1.000000E+00  -5.880280E-01      YES
Date20041216  3.400000E-01  8.769350E-01  1.000000E+00  -5.369350E-01      YES
Date20041217  3.400000E-01  8.301990E-01  1.000000E+00  -4.901990E-01      YES
Date20041218  3.400000E-01  8.096880E-01  1.000000E+00  -4.696880E-01      YES
Date20041219  4.000000E-01  8.120660E-01  1.000000E+00  -4.120660E-01      YES
Date20041220  4.000000E-01  7.906700E-01  1.000000E+00  -3.906700E-01      YES
Date20041221  3.400000E-01  7.462870E-01  1.000000E+00  -4.062870E-01      YES
Date20041222  2.400000E-01  7.049960E-01  1.000000E+00  -4.649960E-01      YES
Date20041223  3.400000E-01  6.654490E-01  1.000000E+00  -3.254490E-01      YES
Date20041224  5.200000E-01  7.193830E-01  1.000000E+00  -1.993830E-01      YES
Date20041225  5.200000E-01  8.668360E-01  1.000000E+00  -3.468360E-01      YES
Date20041226  5.600000E-01  9.509670E-01  1.000000E+00  -3.909670E-01      YES
Date20041227  7.600000E-01  1.060700E+00  1.000000E+00  -3.007000E-01      YES
Date20041228  7.600000E-01  1.186410E+00  1.000000E+00  -4.264100E-01      YES
Date20041229  7.600000E-01  1.152810E+00  1.000000E+00  -3.928100E-01      YES
Date20041230  7.600000E-01  1.089850E+00  1.000000E+00  -3.298500E-01      YES
Date20041231  8.700000E-01  1.084470E+00  1.000000E+00  -2.144700E-01      YES
Date20050101  1.050000E+00  1.160960E+00  1.000000E+00  -1.109600E-01      YES
Date20050102  1.050000E+00  1.309210E+00  1.000000E+00  -2.592100E-01      YES
Date20050103  1.050000E+00  1.336340E+00  1.000000E+00  -2.863400E-01      YES
Date20050104  1.170000E+00  1.354310E+00  1.000000E+00  -1.843100E-01      YES
Date20050105  1.110000E+00  1.428570E+00  1.000000E+00  -3.185700E-01      YES
Date20050106  1.170000E+00  1.418410E+00  1.000000E+00  -2.484100E-01      YES
Date20050107  1.110000E+00  1.399070E+00  1.000000E+00  -2.890700E-01      YES
Date20050108  1.050000E+00  1.369640E+00  1.000000E+00  -3.196400E-01      YES
Date20050109  9.300000E-01  1.301030E+00  1.000000E+00  -3.710300E-01      YES
Date20050110  8.700000E-01  1.243150E+00  1.000000E+00  -3.731500E-01      YES
Date20050111  8.100000E-01  1.183490E+00  1.000000E+00  -3.734900E-01      YES
Date20050112  7.600000E-01  1.119820E+00  1.000000E+00  -3.598200E-01      YES
Date20050113  7.600000E-01  1.077050E+00  1.000000E+00  -3.170500E-01      YES
Date20050114  7.100000E-01  1.061950E+00  1.000000E+00  -3.519500E-01      YES
Date20050115  6.600000E-01  1.041590E+00  1.000000E+00  -3.815900E-01      YES
Date20050116  6.100000E-01  9.933100E-01  1.000000E+00  -3.833100E-01      YES
Date20050117  5.600000E-01  9.396240E-01  1.000000E+00  -3.796240E-01      YES
Date20050118  5.600000E-01  8.888580E-01  1.000000E+00  -3.288580E-01      YES
Date20050119  5.200000E-01  8.525890E-01  1.000000E+00  -3.325890E-01      YES
Date20050120  5.600000E-01  8.382090E-01  1.000000E+00  -2.782090E-01      YES
Date20050121  1.310000E+00  1.014260E+00  1.000000E+00  +2.957400E-01      YES
Date20050122  1.110000E+00  1.346780E+00  1.000000E+00  -2.367800E-01      YES
Date20050123  1.050000E+00  1.424560E+00  1.000000E+00  -3.745600E-01      YES
Date20050124  1.050000E+00  1.346380E+00  1.000000E+00  -2.963800E-01      YES
Date20050125  9.300000E-01  1.293480E+00  1.000000E+00  -3.634800E-01      YES
Date20050126  8.700000E-01  1.219180E+00  1.000000E+00  -3.491800E-01      YES
Date20050127  7.600000E-01  1.161880E+00  1.000000E+00  -4.018800E-01      YES
Date20050128  7.600000E-01  1.099970E+00  1.000000E+00  -3.399700E-01      YES
Date20050129  7.100000E-01  1.043500E+00  1.000000E+00  -3.335000E-01      YES
Date20050130  6.600000E-01  9.892800E-01  1.000000E+00  -3.292800E-01      YES
Date20050131  7.600000E-01  9.371030E-01  1.000000E+00  -1.771030E-01      YES
Date20050201  9.300000E-01  9.322290E-01  1.000000E+00  -2.229000E-03      YES
Date20050202  8.100000E-01  9.564850E-01  1.000000E+00  -1.464850E-01      YES
Date20050203  1.050000E+00  9.618800E-01  1.000000E+00  +8.812000E-02      YES
Date20050204  1.050000E+00  9.682970E-01  1.000000E+00  +8.170300E-02      YES
Date20050205  9.300000E-01  9.360410E-01  1.000000E+00  -6.041000E-03      YES
Date20050206  8.100000E-01  8.771340E-01  1.000000E+00  -6.713400E-02      YES
Date20050207  7.600000E-01  8.344540E-01  1.000000E+00  -7.445400E-02      YES
Date20050208  7.100000E-01  7.881060E-01  1.000000E+00  -7.810600E-02      YES
Date20050209  6.600000E-01  7.452880E-01  1.000000E+00  -8.528800E-02      YES
Date20050210  6.600000E-01  7.049280E-01  1.000000E+00  -4.492800E-02      YES
Date20050211  1.170000E+00  7.261190E-01  1.000000E+00  +4.438810E-01      YES
Date20050212  2.720000E+00  8.733330E-01  1.000000E+00  +1.846667E+00      YES
Date20050213  3.550000E+00  1.188090E+00  1.000000E+00  +2.361910E+00      YES
Date20050214  2.530000E+00  1.514060E+00  1.000000E+00  +1.015940E+00      YES
Date20050215  1.910000E+00  1.542030E+00  1.000000E+00  +3.679700E-01      YES
Date20050216  1.520000E+00  1.444130E+00  1.000000E+00  +7.587000E-02      YES
Date20050217  1.310000E+00  1.383430E+00  1.000000E+00  -7.343000E-02      YES
Date20050218  1.110000E+00  1.304550E+00  1.000000E+00  -1.945500E-01      YES
Date20050219  1.050000E+00  1.241130E+00  1.000000E+00  -1.911300E-01      YES
Date20050220  9.300000E-01  1.175620E+00  1.000000E+00  -2.456200E-01      YES
Date20050221  8.100000E-01  1.114110E+00  1.000000E+00  -3.041100E-01      YES
Date20050222  7.600000E-01  1.054430E+00  1.000000E+00  -2.944300E-01      YES
Date20050223  7.100000E-01  9.973050E-01  1.000000E+00  -2.873050E-01      YES
Date20050224  6.600000E-01  9.434580E-01  1.000000E+00  -2.834580E-01      YES
Date20050225  6.100000E-01  8.914240E-01  1.000000E+00  -2.814240E-01      YES
Date20050226  6.100000E-01  8.421850E-01  1.000000E+00  -2.321850E-01      YES
Date20050227  6.100000E-01  7.949600E-01  1.000000E+00  -1.849600E-01      YES
Date20050228  5.600000E-01  7.503570E-01  1.000000E+00  -1.903570E-01      YES
Date20050301  4.600000E-01  7.078880E-01  1.000000E+00  -2.478880E-01      YES
Date20050302  3.400000E-01  6.675090E-01  1.000000E+00  -3.275090E-01      YES
Date20050303  2.900000E-01  6.287850E-01  1.000000E+00  -3.387850E-01      YES
Date20050304  2.900000E-01  5.916140E-01  1.000000E+00  -3.016140E-01      YES
Date20050305  2.900000E-01  5.560660E-01  1.000000E+00  -2.660660E-01      YES
Date20050306  2.900000E-01  5.219900E-01  1.000000E+00  -2.319900E-01      YES
Date20050307  2.900000E-01  4.894830E-01  1.000000E+00  -1.994830E-01      YES
Date20050308  2.900000E-01  4.585530E-01  1.000000E+00  -1.685530E-01      YES
Date20050309  2.900000E-01  4.290610E-01  1.000000E+00  -1.390610E-01      YES
Date20050310  2.900000E-01  4.008220E-01  1.000000E+00  -1.108220E-01      YES
Date20050311  2.900000E-01  3.738250E-01  1.000000E+00  -8.382500E-02      YES
Date20050312  3.400000E-01  3.478500E-01  1.000000E+00  -7.850000E-03      YES
Date20050313  3.400000E-01  3.229640E-01  1.000000E+00  +1.703600E-02      YES
Date20050314  3.400000E-01  2.991440E-01  1.000000E+00  +4.085600E-02      YES
Date20050315  4.000000E-01  2.850910E-01  1.000000E+00  +1.149090E-01      YES
Date20050316  1.170000E+00  3.479150E-01  1.000000E+00  +8.220850E-01      YES
Date20050317  2.920000E+00  5.998010E-01  1.000000E+00  +2.320199E+00      YES
Date20050318  3.120000E+00  1.078910E+00  1.000000E+00  +2.041090E+00      YES
Date20050319  2.720000E+00  1.655610E+00  1.000000E+00  +1.064390E+00      YES
Date20050320  1.990000E+00  1.936860E+00  1.000000E+00  +5.314000E-02      YES
Date20050321  1.590000E+00  1.872880E+00  1.000000E+00  -2.828800E-01      YES
Date20050322  1.310000E+00  1.768610E+00  1.000000E+00  -4.586100E-01      YES
Date20050323  1.110000E+00  1.680870E+00  1.000000E+00  -5.708700E-01      YES
Date20050324  9.800000E-01  1.598570E+00  1.000000E+00  -6.185700E-01      YES
Date20050325  9.300000E-01  1.524410E+00  1.000000E+00  -5.944100E-01      YES
Date20050326  9.300000E-01  1.473710E+00  1.000000E+00  -5.437100E-01      YES
Date20050327  8.100000E-01  1.467400E+00  1.000000E+00  -6.574000E-01      YES
Date20050328  7.600000E-01  1.437910E+00  1.000000E+00  -6.779100E-01      YES
Date20050329  6.600000E-01  1.358430E+00  1.000000E+00  -6.984300E-01      YES
Date20050330  6.100000E-01  1.280100E+00  1.000000E+00  -6.701000E-01      YES
Date20050331  5.600000E-01  1.206840E+00  1.000000E+00  -6.468400E-01      YES
Date20050401  5.200000E-01  1.133680E+00  1.000000E+00  -6.136800E-01      YES
Date20050402  4.600000E-01  1.062070E+00  1.000000E+00  -6.020700E-01      YES
Date20050403  4.000000E-01  9.937680E-01  1.000000E+00  -5.937680E-01      YES
Date20050404  3.400000E-01  9.278070E-01  1.000000E+00  -5.878070E-01      YES
Date20050405  2.900000E-01  8.642820E-01  1.000000E+00  -5.742820E-01      YES
Date20050406  2.900000E-01  8.050950E-01  1.000000E+00  -5.150950E-01      YES
Date20050407  2.900000E-01  7.546070E-01  1.000000E+00  -4.646070E-01      YES
Date20050408  2.900000E-01  7.096490E-01  1.000000E+00  -4.196490E-01      YES
Date20050409  3.300000E-01  6.637020E-01  1.000000E+00  -3.337020E-01      YES
Date20050410  4.000000E-01  6.462930E-01  1.000000E+00  -2.462930E-01      YES
Date20050411  3.300000E-01  6.454150E-01  1.000000E+00  -3.154150E-01      YES
Date20050412  2.600000E-01  6.074720E-01  1.000000E+00  -3.474720E-01      YES
Date20050413  2.600000E-01  5.563590E-01  1.000000E+00  -2.963590E-01      YES
Date20050414  2.100000E-01  5.131310E-01  1.000000E+00  -3.031310E-01      YES
Date20050415  2.100000E-01  4.669290E-01  1.000000E+00  -2.569290E-01      YES
Date20050416  2.100000E-01  4.234320E-01  1.000000E+00  -2.134320E-01      YES
Date20050417  2.100000E-01  3.807890E-01  1.000000E+00  -1.707890E-01      YES
Date20050418  2.100000E-01  3.405010E-01  1.000000E+00  -1.305010E-01      YES
Date20050419  2.100000E-01  3.025670E-01  1.000000E+00  -9.256700E-02      YES
Date20050420  1.600000E-01  2.647230E-01  1.000000E+00  -1.047230E-01      YES
Date20050421  1.600000E-01  2.284760E-01  1.000000E+00  -6.847600E-02      YES
Date20050422  1.600000E-01  1.949550E-01  1.000000E+00  -3.495500E-02      YES
Date20050423  1.600000E-01  1.658670E-01  1.000000E+00  -5.867000E-03      YES
Date20050424  1.200000E-01  1.409420E-01  1.000000E+00  -2.094200E-02      YES
Date20050425  1.200000E-01  1.193180E-01  1.000000E+00  +6.820000E-04      YES
Date20050426  1.200000E-01  1.064020E-01  1.000000E+00  +1.359800E-02      YES
Date20050427  1.200000E-01  1.001280E-01  1.000000E+00  +1.987200E-02      YES
Date20050428  1.200000E-01  9.575110E-02  1.000000E+00  +2.424890E-02      YES
Date20050429  1.200000E-01  9.289770E-02  1.000000E+00  +2.710230E-02      YES
Date20050430  1.200000E-01  8.265440E-02  1.000000E+00  +3.734560E-02      YES
Date20050501  1.200000E-01  6.924210E-02  1.000000E+00  +5.075790E-02      YES
Date20050502  8.000000E-02  5.865710E-02  1.000000E+00  +2.134290E-02      YES
Date20050503  8.000000E-02  4.764160E-02  1.000000E+00  +3.235840E-02      YES
Date20050504  1.200000E-01  4.121360E-02  1.000000E+00  +7.878640E-02      YES
Date20050505  1.600000E-01  4.942530E-02  1.000000E+00  +1.105747E-01      YES
Date20050506  1.200000E-01  6.414540E-02  1.000000E+00  +5.585460E-02      YES
Date20050507  1.200000E-01  7.592970E-02  1.000000E+00  +4.407030E-02      YES
Date20050508  2.100000E-01  1.219650E-01  1.000000E+00  +8.803500E-02      YES
Date20050509  1.600000E-01  1.987050E-01  1.000000E+00  -3.870500E-02      YES
Date20050510  1.600000E-01  2.315000E-01  1.000000E+00  -7.150000E-02      YES
Date20050511  1.200000E-01  2.164770E-01  1.000000E+00  -9.647700E-02      YES
Date20050512  1.600000E-01  2.162020E-01  1.000000E+00  -5.620200E-02      YES
Date20050513  1.200000E-01  2.240250E-01  1.000000E+00  -1.040250E-01      YES
Date20050514  1.200000E-01  2.001250E-01  1.000000E+00  -8.012500E-02      YES
Date20050515  1.200000E-01  1.756310E-01  1.000000E+00  -5.563100E-02      YES
Date20050516  1.200000E-01  1.686130E-01  1.000000E+00  -4.861300E-02      YES
Date20050517  4.800000E-01  2.206270E-01  1.000000E+00  +2.593730E-01      YES
Date20050518  3.300000E-01  3.247240E-01  1.000000E+00  +5.276000E-03      YES
Date20050519  2.600000E-01  3.541190E-01  1.000000E+00  -9.411900E-02      YES
Date20050520  2.100000E-01  3.279280E-01  1.000000E+00  -1.179280E-01      YES
Date20050521  2.100000E-01  3.012470E-01  1.000000E+00  -9.124700E-02      YES
Date20050522  2.100000E-01  2.658470E-01  1.000000E+00  -5.584700E-02      YES
Date20050523  2.600000E-01  2.656410E-01  1.000000E+00  -5.641000E-03      YES
Date20050524  3.300000E-01  3.113630E-01  1.000000E+00  +1.863700E-02      YES
Date20050525  2.100000E-01  3.430560E-01  1.000000E+00  -1.330560E-01      YES
Date20050526  2.100000E-01  3.170290E-01  1.000000E+00  -1.070290E-01      YES
Date20050527  1.600000E-01  2.743120E-01  1.000000E+00  -1.143120E-01      YES
Date20050528  1.200000E-01  2.392910E-01  1.000000E+00  -1.192910E-01      YES
Date20050529  1.200000E-01  2.008390E-01  1.000000E+00  -8.083900E-02      YES
Date20050530  8.000000E-02  1.656370E-01  1.000000E+00  -8.563700E-02      YES
Date20050531  8.000000E-02  1.334710E-01  1.000000E+00  -5.347100E-02      YES
Date20050601  8.000000E-02  1.053030E-01  1.000000E+00  -2.530300E-02      YES
Date20050602  8.000000E-02  7.869710E-02  1.000000E+00  +1.302900E-03      YES
Date20050603  8.000000E-02  5.628460E-02  1.000000E+00  +2.371540E-02      YES
Date20050604  5.000000E-02  4.021870E-02  1.000000E+00  +9.781300E-03      YES
Date20050605  5.000000E-02  2.724720E-02  1.000000E+00  +2.275280E-02      YES
Date20050606  8.000000E-02  1.910280E-02  1.000000E+00  +6.089720E-02      YES
Date20050607  1.200000E-01  1.832960E-02  1.000000E+00  +1.016704E-01      YES
Date20050608  8.000000E-02  2.877590E-02  1.000000E+00  +5.122410E-02      YES
Date20050609  5.000000E-02  4.014160E-02  1.000000E+00  +9.858400E-03      YES
Date20050610  5.000000E-02  3.424250E-02  1.000000E+00  +1.575750E-02      YES
Date20050611  5.000000E-02  2.407310E-02  1.000000E+00  +2.592690E-02      YES
Date20050612  5.000000E-02  1.997640E-02  1.000000E+00  +3.002360E-02      YES
Date20050613  5.000000E-02  1.265760E-02  1.000000E+00  +3.734240E-02      YES
Date20050614  8.000000E-02  8.318960E-03  1.000000E+00  +7.168104E-02      YES
Date20050615  1.200000E-01  9.736640E-03  1.000000E+00  +1.102634E-01      YES
Date20050616  8.000000E-02  1.135270E-02  1.000000E+00  +6.864730E-02      YES
Date20050617  5.000000E-02  9.222970E-03  1.000000E+00  +4.077703E-02      YES
Date20050618  2.000000E-02  5.937940E-03  1.000000E+00  +1.406206E-02      YES
Date20050619  3.000000E-02  4.734490E-03  1.000000E+00  +2.526551E-02      YES
Date20050620  3.000000E-02  3.344940E-03  1.000000E+00  +2.665506E-02      YES
Date20050621  3.000000E-02  2.277890E-03  1.000000E+00  +2.772211E-02      YES
Date20050622  3.000000E-02  1.764700E-03  1.000000E+00  +2.823530E-02      YES
Date20050623  3.000000E-02  1.420700E-03  1.000000E+00  +2.857930E-02      YES
Date20050624  3.000000E-02  1.012930E-03  1.000000E+00  +2.898707E-02      YES
Date20050625  2.000000E-02  6.845810E-04  1.000000E+00  +1.931542E-02      YES
Date20050626  3.000000E-02  2.022960E-03  1.000000E+00  +2.797704E-02      YES
Date20050627  3.000000E-02  3.345680E-03  1.000000E+00  +2.665432E-02      YES
Date20050628  3.000000E-02  2.062450E-03  1.000000E+00  +2.793755E-02      YES
Date20050629  2.000000E-02  6.366190E-04  1.000000E+00  +1.936338E-02      YES
Date20050630  2.000000E-02  4.734570E-04  1.000000E+00  +1.952654E-02      YES
Date20050701  5.000000E-02  3.286400E-04  1.000000E+00  +4.967136E-02      YES
Date20050702  8.000000E-02  1.416480E-02  1.000000E+00  +6.583520E-02      YES
Date20050703  5.000000E-02  3.683020E-02  1.000000E+00  +1.316980E-02      YES
Date20050704  3.000000E-02  3.540300E-02  1.000000E+00  -5.403000E-03      YES
Date20050705  1.200000E-01  2.466260E-02  1.000000E+00  +9.533740E-02      YES
Date20050706  2.100000E-01  6.319200E-02  1.000000E+00  +1.468080E-01      YES
Date20050707  1.200000E-01  1.238540E-01  1.000000E+00  -3.854000E-03      YES
Date20050708  2.600000E-01  1.730760E-01  1.000000E+00  +8.692400E-02      YES
Date20050709  3.300000E-01  3.214620E-01  1.000000E+00  +8.538000E-03      YES
Date20050710  1.600000E-01  4.767330E-01  1.000000E+00  -3.167330E-01      YES
Date20050711  1.200000E-01  4.720060E-01  1.000000E+00  -3.520060E-01      YES
Date20050712  8.000000E-02  4.284280E-01  1.000000E+00  -3.484280E-01      YES
Date20050713  5.000000E-02  3.961720E-01  1.000000E+00  -3.461720E-01      YES
Date20050714  5.000000E-02  3.494670E-01  1.000000E+00  -2.994670E-01      YES
Date20050715  5.000000E-02  3.116300E-01  1.000000E+00  -2.616300E-01      YES
Date20050716  3.000000E-02  2.772390E-01  1.000000E+00  -2.472390E-01      YES
Date20050717  3.000000E-02  2.490440E-01  1.000000E+00  -2.190440E-01      YES
Date20050718  3.000000E-02  2.167090E-01  1.000000E+00  -1.867090E-01      YES
Date20050719  5.000000E-02  1.852540E-01  1.000000E+00  -1.352540E-01      YES
Date20050720  8.000000E-02  1.751490E-01  1.000000E+00  -9.514900E-02      YES
Date20050721  8.000000E-02  1.998850E-01  1.000000E+00  -1.198850E-01      YES
Date20050722  1.200000E-01  2.532980E-01  1.000000E+00  -1.332980E-01      YES
Date20050723  1.200000E-01  2.934650E-01  1.000000E+00  -1.734650E-01      YES
Date20050724  8.000000E-02  2.854660E-01  1.000000E+00  -2.054660E-01      YES
Date20050725  8.000000E-02  2.632950E-01  1.000000E+00  -1.832950E-01      YES
Date20050726  5.000000E-02  2.483400E-01  1.000000E+00  -1.983400E-01      YES
Date20050727  5.000000E-02  2.188730E-01  1.000000E+00  -1.688730E-01      YES
Date20050728  5.000000E-02  1.879310E-01  1.000000E+00  -1.379310E-01      YES
Date20050729  5.000000E-02  1.612530E-01  1.000000E+00  -1.112530E-01      YES
Date20050730  1.200000E-01  1.367370E-01  1.000000E+00  -1.673700E-02      YES
Date20050731  8.000000E-02  1.244430E-01  1.000000E+00  -4.444300E-02      YES
Date20050801  5.000000E-02  1.162120E-01  1.000000E+00  -6.621200E-02      YES
Date20050802  5.000000E-02  9.825990E-02  1.000000E+00  -4.825990E-02      YES
Date20050803  5.000000E-02  7.861820E-02  1.000000E+00  -2.861820E-02      YES
Date20050804  5.000000E-02  6.750120E-02  1.000000E+00  -1.750120E-02      YES
Date20050805  5.000000E-02  5.872580E-02  1.000000E+00  -8.725800E-03      YES
Date20050806  5.000000E-02  5.413030E-02  1.000000E+00  -4.130300E-03      YES
Date20050807  5.000000E-02  5.744990E-02  1.000000E+00  -7.449900E-03      YES
Date20050808  5.000000E-02  5.935720E-02  1.000000E+00  -9.357200E-03      YES
Date20050809  5.000000E-02  5.588660E-02  1.000000E+00  -5.886600E-03      YES
Date20050810  3.000000E-02  4.932670E-02  1.000000E+00  -1.932670E-02      YES
Date20050811  3.000000E-02  3.948470E-02  1.000000E+00  -9.484700E-03      YES
Date20050812  3.000000E-02  2.980490E-02  1.000000E+00  +1.951000E-04      YES
Date20050813  8.000000E-02  2.196880E-02  1.000000E+00  +5.803120E-02      YES
Date20050814  5.000000E-02  1.635150E-02  1.000000E+00  +3.364850E-02      YES
Date20050815  8.000000E-02  1.221640E-02  1.000000E+00  +6.778360E-02      YES
Date20050816  8.000000E-02  8.324680E-03  1.000000E+00  +7.167532E-02      YES
Date20050817  5.000000E-02  5.331720E-03  1.000000E+00  +4.466828E-02      YES
Date20050818  5.000000E-02  2.246490E-03  1.000000E+00  +4.775351E-02      YES
Date20050819  5.000000E-02  9.171460E-04  1.000000E+00  +4.908285E-02      YES
Date20050820  5.000000E-02  8.747900E-04  1.000000E+00  +4.912521E-02      YES
Date20050821  8.000000E-02  5.692960E-03  1.000000E+00  +7.430704E-02      YES
Date20050822  8.000000E-02  1.287810E-02  1.000000E+00  +6.712190E-02      YES
Date20050823  1.600000E-01  3.513560E-02  1.000000E+00  +1.248644E-01      YES
Date20050824  1.600000E-01  9.284910E-02  1.000000E+00  +6.715090E-02      YES
Date20050825  1.600000E-01  1.281530E-01  1.000000E+00  +3.184700E-02      YES
Date20050826  1.200000E-01  1.153010E-01  1.000000E+00  +4.699000E-03      YES
Date20050827  8.000000E-02  1.004240E-01  1.000000E+00  -2.042400E-02      YES
Date20050828  8.000000E-02  8.352580E-02  1.000000E+00  -3.525800E-03      YES
Date20050829  8.000000E-02  6.417220E-02  1.000000E+00  +1.582780E-02      YES
Date20050830  8.000000E-02  5.006150E-02  1.000000E+00  +2.993850E-02      YES
Date20050831  5.000000E-02  3.720080E-02  1.000000E+00  +1.279920E-02      YES
Date20050901  5.000000E-02  2.705950E-02  1.000000E+00  +2.294050E-02      YES
Date20050902  5.000000E-02  1.845550E-02  1.000000E+00  +3.154450E-02      YES
Date20050903  5.000000E-02  1.130660E-02  1.000000E+00  +3.869340E-02      YES
Date20050904  5.000000E-02  4.807880E-03  1.000000E+00  +4.519212E-02      YES
Date20050905  5.000000E-02  8.698840E-04  1.000000E+00  +4.913012E-02      YES
Date20050906  5.000000E-02  2.366680E-04  1.000000E+00  +4.976333E-02      YES
Date20050907  3.000000E-02  3.215420E-04  1.000000E+00  +2.967846E-02      YES
Date20050908  3.000000E-02  2.191050E-04  1.000000E+00  +2.978089E-02      YES
Date20050909  3.000000E-02  2.023350E-04  1.000000E+00  +2.979766E-02      YES
Date20050910  1.200000E-01  1.845730E-04  1.000000E+00  +1.198154E-01      YES
Date20050911  5.700000E-01  2.037530E-02  1.000000E+00  +5.496247E-01      YES
Date20050912  3.300000E-01  5.830690E-02  1.000000E+00  +2.716931E-01      YES
Date20050913  3.300000E-01  8.109300E-02  1.000000E+00  +2.489070E-01      YES
Date20050914  2.600000E-01  9.190350E-02  1.000000E+00  +1.680965E-01      YES
Date20050915  2.600000E-01  8.488900E-02  1.000000E+00  +1.751110E-01      YES
Date20050916  3.300000E-01  8.362810E-02  1.000000E+00  +2.463719E-01      YES
Date20050917  4.800000E-01  1.511630E-01  1.000000E+00  +3.288370E-01      YES
Date20050918  4.800000E-01  2.326130E-01  1.000000E+00  +2.473870E-01      YES
Date20050919  4.800000E-01  2.391270E-01  1.000000E+00  +2.408730E-01      YES
Date20050920  4.000000E-01  2.085950E-01  1.000000E+00  +1.914050E-01      YES
Date20050921  4.000000E-01  1.870200E-01  1.000000E+00  +2.129800E-01      YES
Date20050922  3.300000E-01  1.640860E-01  1.000000E+00  +1.659140E-01      YES
Date20050923  2.600000E-01  1.419090E-01  1.000000E+00  +1.180910E-01      YES
Date20050924  2.600000E-01  1.205770E-01  1.000000E+00  +1.394230E-01      YES
Date20050925  2.100000E-01  9.921650E-02  1.000000E+00  +1.107835E-01      YES
Date20050926  2.100000E-01  8.034480E-02  1.000000E+00  +1.296552E-01      YES
Date20050927  2.100000E-01  6.318380E-02  1.000000E+00  +1.468162E-01      YES
Date20050928  1.600000E-01  4.874810E-02  1.000000E+00  +1.112519E-01      YES
Date20050929  1.600000E-01  3.713520E-02  1.000000E+00  +1.228648E-01      YES
Date20050930  1.600000E-01  3.465340E-02  1.000000E+00  +1.253466E-01      YES
Date20051001  1.600000E-01  3.488270E-02  1.000000E+00  +1.251173E-01      YES
Date20051002  2.100000E-01  4.186360E-02  1.000000E+00  +1.681364E-01      YES
Date20051003  2.100000E-01  7.148060E-02  1.000000E+00  +1.385194E-01      YES
Date20051004  1.600000E-01  9.141630E-02  1.000000E+00  +6.858370E-02      YES
Date20051005  1.600000E-01  8.023510E-02  1.000000E+00  +7.976490E-02      YES
Date20051006  1.200000E-01  6.576570E-02  1.000000E+00  +5.423430E-02      YES
Date20051007  1.200000E-01  5.463460E-02  1.000000E+00  +6.536540E-02      YES
Date20051008  1.200000E-01  4.296210E-02  1.000000E+00  +7.703790E-02      YES
Date20051009  8.000000E-02  3.329920E-02  1.000000E+00  +4.670080E-02      YES
Date20051010  8.000000E-02  2.381710E-02  1.000000E+00  +5.618290E-02      YES
Date20051011  8.000000E-02  1.531940E-02  1.000000E+00  +6.468060E-02      YES
Date20051012  8.000000E-02  7.781090E-03  1.000000E+00  +7.221891E-02      YES
Date20051013  1.200000E-01  2.837180E-03  1.000000E+00  +1.171628E-01      YES
Date20051014  1.200000E-01  1.110600E-03  1.000000E+00  +1.188894E-01      YES
Date20051015  1.200000E-01  7.383680E-04  1.000000E+00  +1.192616E-01      YES
Date20051016  8.000000E-02  4.840390E-04  1.000000E+00  +7.951596E-02      YES
Date20051017  5.000000E-02  3.259700E-04  1.000000E+00  +4.967403E-02      YES
Date20051018  5.000000E-02  2.353820E-04  1.000000E+00  +4.976462E-02      YES
Date20051019  5.000000E-02  1.529350E-04  1.000000E+00  +4.984707E-02      YES
Date20051020  5.000000E-02  1.076410E-04  1.000000E+00  +4.989236E-02      YES
Date20051021  5.000000E-02  7.704460E-05  1.000000E+00  +4.992296E-02      YES
Date20051022  5.000000E-02  5.828020E-05  1.000000E+00  +4.994172E-02      YES
Date20051023  5.000000E-02  2.932940E-05  1.000000E+00  +4.997067E-02      YES
Date20051024  5.000000E-02  8.171810E-04  1.000000E+00  +4.918282E-02      YES
Date20051025  5.000000E-02  1.722590E-03  1.000000E+00  +4.827741E-02      YES
