Observation    Measured       Simulated      Weight          Residual   Sensitive
Date20060923  2.000000E-02  9.070240E-05  1.000000E+00  +1.990930E-02      YES
Date20060924  2.000000E-02  8.768810E-05  1.000000E+00  +1.991231E-02      YES
Date20060925  2.000000E-02  5.166050E-05  1.000000E+00  +1.994834E-02      YES
Date20060926  2.000000E-02  4.754350E-05  1.000000E+00  +1.995246E-02      YES
Date20060927  2.000000E-02  2.554470E-05  1.000000E+00  +1.997446E-02      YES
Date20060928  2.000000E-02  1.495220E-05  1.000000E+00  +1.998505E-02      YES
Date20060929  2.000000E-02  1.940280E-05  1.000000E+00  +1.998060E-02      YES
Date20060930  2.000000E-02  1.429050E-05  1.000000E+00  +1.998571E-02      YES
Date20061001  2.000000E-02  4.007550E-04  1.000000E+00  +1.959925E-02      YES
Date20061002  2.000000E-02  7.768410E-04  1.000000E+00  +1.922316E-02      YES
Date20061003  3.000000E-02  3.345670E-03  1.000000E+00  +2.665433E-02      YES
Date20061004  2.100000E-01  7.474990E-02  1.000000E+00  +1.352501E-01      YES
Date20061005  1.200000E-01  1.929620E-01  1.000000E+00  -7.296200E-02      YES
Date20061006  8.000000E-02  2.123300E-01  1.000000E+00  -1.323300E-01      YES
Date20061007  8.000000E-02  1.794770E-01  1.000000E+00  -9.947700E-02      YES
Date20061008  5.000000E-02  1.861480E-01  1.000000E+00  -1.361480E-01      YES
Date20061009  5.000000E-02  1.943860E-01  1.000000E+00  -1.443860E-01      YES
Date20061010  3.000000E-02  1.822470E-01  1.000000E+00  -1.522470E-01      YES
Date20061011  3.000000E-02  1.598360E-01  1.000000E+00  -1.298360E-01      YES
Date20061012  3.000000E-02  1.420400E-01  1.000000E+00  -1.120400E-01      YES
Date20061013  3.000000E-02  1.234590E-01  1.000000E+00  -9.345900E-02      YES
Date20061014  5.000000E-02  1.058310E-01  1.000000E+00  -5.583100E-02      YES
Date20061015  3.000000E-02  9.177390E-02  1.000000E+00  -6.177390E-02      YES
Date20061016  3.000000E-02  7.660920E-02  1.000000E+00  -4.660920E-02      YES
Date20061017  3.000000E-02  6.384050E-02  1.000000E+00  -3.384050E-02      YES
Date20061018  3.000000E-02  5.197880E-02  1.000000E+00  -2.197880E-02      YES
Date20061019  2.000000E-02  4.144320E-02  1.000000E+00  -2.144320E-02      YES
Date20061020  2.000000E-02  3.142110E-02  1.000000E+00  -1.142110E-02      YES
Date20061021  5.000000E-02  2.244000E-02  1.000000E+00  +2.756000E-02      YES
Date20061022  2.000000E-02  1.401180E-02  1.000000E+00  +5.988200E-03      YES
Date20061023  2.000000E-02  6.919520E-03  1.000000E+00  +1.308048E-02      YES
Date20061024  2.000000E-02  2.639320E-03  1.000000E+00  +1.736068E-02      YES
Date20061025  2.000000E-02  1.192550E-03  1.000000E+00  +1.880745E-02      YES
Date20061026  3.000000E-02  8.390270E-04  1.000000E+00  +2.916097E-02      YES
Date20061027  3.000000E-02  4.891140E-04  1.000000E+00  +2.951089E-02      YES
Date20061028  3.000000E-02  3.538120E-04  1.000000E+00  +2.964619E-02      YES
Date20061029  2.100000E-01  1.469830E-02  1.000000E+00  +1.953017E-01      YES
Date20061030  3.300000E-01  1.230600E-01  1.000000E+00  +2.069400E-01      YES
Date20061031  2.100000E-01  2.657350E-01  1.000000E+00  -5.573500E-02      YES
Date20061101  1.200000E-01  2.831070E-01  1.000000E+00  -1.631070E-01      YES
Date20061102  1.200000E-01  2.707220E-01  1.000000E+00  -1.507220E-01      YES
Date20061103  8.000000E-02  2.857810E-01  1.000000E+00  -2.057810E-01      YES
Date20061104  8.000000E-02  2.621130E-01  1.000000E+00  -1.821130E-01      YES
Date20061105  2.600000E-01  2.885780E-01  1.000000E+00  -2.857800E-02      YES
Date20061106  4.000000E-01  4.225440E-01  1.000000E+00  -2.254400E-02      YES
Date20061107  2.600000E-01  5.313680E-01  1.000000E+00  -2.713680E-01      YES
Date20061108  2.600000E-01  5.163780E-01  1.000000E+00  -2.563780E-01      YES
Date20061109  3.300000E-01  5.003940E-01  1.000000E+00  -1.703940E-01      YES
Date20061110  4.000000E-01  5.681810E-01  1.000000E+00  -1.681810E-01      YES
Date20061111  4.000000E-01  6.207150E-01  1.000000E+00  -2.207150E-01      YES
Date20061112  4.000000E-01  6.199980E-01  1.000000E+00  -2.199980E-01      YES
Date20061113  4.800000E-01  6.668820E-01  1.000000E+00  -1.868820E-01      YES
Date20061114  4.800000E-01  7.446440E-01  1.000000E+00  -2.646440E-01      YES
Date20061115  4.000000E-01  7.469040E-01  1.000000E+00  -3.469040E-01      YES
Date20061116  4.000000E-01  7.039520E-01  1.000000E+00  -3.039520E-01      YES
Date20061117  3.300000E-01  6.614400E-01  1.000000E+00  -3.314400E-01      YES
Date20061118  3.300000E-01  6.201320E-01  1.000000E+00  -2.901320E-01      YES
Date20061119  2.600000E-01  5.822780E-01  1.000000E+00  -3.222780E-01      YES
Date20061120  2.600000E-01  5.488950E-01  1.000000E+00  -2.888950E-01      YES
Date20061121  2.100000E-01  5.213260E-01  1.000000E+00  -3.113260E-01      YES
Date20061122  2.100000E-01  4.915310E-01  1.000000E+00  -2.815310E-01      YES
Date20061123  1.600000E-01  4.637600E-01  1.000000E+00  -3.037600E-01      YES
Date20061124  1.600000E-01  4.387010E-01  1.000000E+00  -2.787010E-01      YES
Date20061125  1.600000E-01  4.096500E-01  1.000000E+00  -2.496500E-01      YES
Date20061126  1.600000E-01  3.794890E-01  1.000000E+00  -2.194890E-01      YES
Date20061127  1.600000E-01  3.509160E-01  1.000000E+00  -1.909160E-01      YES
Date20061128  1.200000E-01  3.236290E-01  1.000000E+00  -2.036290E-01      YES
Date20061129  1.200000E-01  2.978050E-01  1.000000E+00  -1.778050E-01      YES
Date20061130  1.200000E-01  2.773130E-01  1.000000E+00  -1.573130E-01      YES
Date20061201  1.200000E-01  2.607530E-01  1.000000E+00  -1.407530E-01      YES
Date20061202  1.200000E-01  2.402450E-01  1.000000E+00  -1.202450E-01      YES
Date20061203  8.000000E-02  2.188510E-01  1.000000E+00  -1.388510E-01      YES
Date20061204  8.000000E-02  2.025900E-01  1.000000E+00  -1.225900E-01      YES
Date20061205  8.000000E-02  1.960490E-01  1.000000E+00  -1.160490E-01      YES
Date20061206  8.000000E-02  1.916160E-01  1.000000E+00  -1.116160E-01      YES
Date20061207  8.000000E-02  1.771330E-01  1.000000E+00  -9.713300E-02      YES
Date20061208  1.200000E-01  1.609790E-01  1.000000E+00  -4.097900E-02      YES
Date20061209  1.600000E-01  1.466750E-01  1.000000E+00  +1.332500E-02      YES
Date20061210  2.600000E-01  2.074770E-01  1.000000E+00  +5.252300E-02      YES
Date20061211  2.600000E-01  3.265060E-01  1.000000E+00  -6.650600E-02      YES
Date20061212  2.100000E-01  3.576080E-01  1.000000E+00  -1.476080E-01      YES
Date20061213  2.100000E-01  3.560760E-01  1.000000E+00  -1.460760E-01      YES
Date20061214  2.100000E-01  3.706250E-01  1.000000E+00  -1.606250E-01      YES
Date20061215  2.100000E-01  3.489450E-01  1.000000E+00  -1.389450E-01      YES
Date20061216  1.600000E-01  3.225370E-01  1.000000E+00  -1.625370E-01      YES
Date20061217  1.600000E-01  3.358360E-01  1.000000E+00  -1.758360E-01      YES
Date20061218  1.600000E-01  3.752080E-01  1.000000E+00  -2.152080E-01      YES
Date20061219  1.600000E-01  3.709070E-01  1.000000E+00  -2.109070E-01      YES
Date20061220  1.600000E-01  3.442270E-01  1.000000E+00  -1.842270E-01      YES
Date20061221  1.600000E-01  3.519380E-01  1.000000E+00  -1.919380E-01      YES
Date20061222  1.600000E-01  3.623550E-01  1.000000E+00  -2.023550E-01      YES
Date20061223  1.600000E-01  3.447440E-01  1.000000E+00  -1.847440E-01      YES
Date20061224  1.600000E-01  3.175900E-01  1.000000E+00  -1.575900E-01      YES
Date20061225  1.600000E-01  2.968200E-01  1.000000E+00  -1.368200E-01      YES
Date20061226  1.600000E-01  2.808620E-01  1.000000E+00  -1.208620E-01      YES
Date20061227  1.600000E-01  2.700310E-01  1.000000E+00  -1.100310E-01      YES
Date20061228  1.600000E-01  2.526260E-01  1.000000E+00  -9.262600E-02      YES
Date20061229  1.600000E-01  2.323620E-01  1.000000E+00  -7.236200E-02      YES
Date20061230  1.600000E-01  2.233230E-01  1.000000E+00  -6.332300E-02      YES
Date20061231  1.600000E-01  2.524920E-01  1.000000E+00  -9.249200E-02      YES
Date20070101  2.100000E-01  3.266360E-01  1.000000E+00  -1.166360E-01      YES
Date20070102  4.000000E-01  4.100700E-01  1.000000E+00  -1.007000E-02      YES
Date20070103  3.300000E-01  4.709270E-01  1.000000E+00  -1.409270E-01      YES
Date20070104  3.300000E-01  4.936190E-01  1.000000E+00  -1.636190E-01      YES
Date20070105  3.300000E-01  4.988410E-01  1.000000E+00  -1.688410E-01      YES
Date20070106  4.000000E-01  5.102240E-01  1.000000E+00  -1.102240E-01      YES
Date20070107  4.800000E-01  5.376580E-01  1.000000E+00  -5.765800E-02      YES
Date20070108  4.800000E-01  5.675530E-01  1.000000E+00  -8.755300E-02      YES
Date20070109  4.800000E-01  5.735400E-01  1.000000E+00  -9.354000E-02      YES
Date20070110  4.000000E-01  5.575170E-01  1.000000E+00  -1.575170E-01      YES
Date20070111  4.000000E-01  5.466020E-01  1.000000E+00  -1.466020E-01      YES
Date20070112  4.000000E-01  5.493620E-01  1.000000E+00  -1.493620E-01      YES
Date20070113  4.000000E-01  5.366220E-01  1.000000E+00  -1.366220E-01      YES
Date20070114  3.300000E-01  5.076380E-01  1.000000E+00  -1.776380E-01      YES
Date20070115  3.300000E-01  4.842320E-01  1.000000E+00  -1.542320E-01      YES
Date20070116  3.300000E-01  4.641260E-01  1.000000E+00  -1.341260E-01      YES
Date20070117  2.100000E-01  4.370570E-01  1.000000E+00  -2.270570E-01      YES
Date20070118  2.600000E-01  4.179940E-01  1.000000E+00  -1.579940E-01      YES
Date20070119  6.400000E-01  4.962050E-01  1.000000E+00  +1.437950E-01      YES
Date20070120  4.000000E-01  6.314240E-01  1.000000E+00  -2.314240E-01      YES
Date20070121  4.000000E-01  6.615130E-01  1.000000E+00  -2.615130E-01      YES
Date20070122  4.000000E-01  6.280310E-01  1.000000E+00  -2.280310E-01      YES
Date20070123  3.300000E-01  6.057660E-01  1.000000E+00  -2.757660E-01      YES
Date20070124  3.300000E-01  5.782020E-01  1.000000E+00  -2.482020E-01      YES
Date20070125  3.300000E-01  5.475980E-01  1.000000E+00  -2.175980E-01      YES
Date20070126  3.300000E-01  5.137410E-01  1.000000E+00  -1.837410E-01      YES
Date20070127  3.300000E-01  4.829890E-01  1.000000E+00  -1.529890E-01      YES
Date20070128  3.300000E-01  4.539360E-01  1.000000E+00  -1.239360E-01      YES
Date20070129  1.010000E+00  4.710530E-01  1.000000E+00  +5.389470E-01      YES
Date20070130  1.260000E+00  5.892990E-01  1.000000E+00  +6.707010E-01      YES
Date20070131  1.450000E+00  7.554600E-01  1.000000E+00  +6.945400E-01      YES
Date20070201  1.740000E+00  9.258260E-01  1.000000E+00  +8.141740E-01      YES
Date20070202  1.640000E+00  1.072460E+00  1.000000E+00  +5.675400E-01      YES
Date20070203  1.540000E+00  1.138180E+00  1.000000E+00  +4.018200E-01      YES
Date20070204  1.350000E+00  1.130800E+00  1.000000E+00  +2.192000E-01      YES
Date20070205  1.180000E+00  1.079380E+00  1.000000E+00  +1.006200E-01      YES
Date20070206  1.010000E+00  1.022380E+00  1.000000E+00  -1.238000E-02      YES
Date20070207  8.500000E-01  9.785120E-01  1.000000E+00  -1.285120E-01      YES
Date20070208  7.800000E-01  9.261390E-01  1.000000E+00  -1.461390E-01      YES
Date20070209  7.000000E-01  8.964250E-01  1.000000E+00  -1.964250E-01      YES
Date20070210  6.400000E-01  9.133730E-01  1.000000E+00  -2.733730E-01      YES
Date20070211  6.400000E-01  9.368870E-01  1.000000E+00  -2.968870E-01      YES
Date20070212  6.400000E-01  9.389750E-01  1.000000E+00  -2.989750E-01      YES
Date20070213  6.400000E-01  9.230210E-01  1.000000E+00  -2.830210E-01      YES
Date20070214  6.400000E-01  9.078510E-01  1.000000E+00  -2.678510E-01      YES
Date20070215  8.500000E-01  9.326760E-01  1.000000E+00  -8.267600E-02      YES
Date20070216  1.010000E+00  1.018080E+00  1.000000E+00  -8.080000E-03      YES
Date20070217  9.300000E-01  1.078220E+00  1.000000E+00  -1.482200E-01      YES
Date20070218  9.300000E-01  1.037620E+00  1.000000E+00  -1.076200E-01      YES
Date20070219  9.300000E-01  9.757000E-01  1.000000E+00  -4.570000E-02      YES
Date20070220  7.800000E-01  9.368940E-01  1.000000E+00  -1.568940E-01      YES
Date20070221  7.800000E-01  8.911170E-01  1.000000E+00  -1.111170E-01      YES
Date20070222  7.000000E-01  8.524650E-01  1.000000E+00  -1.524650E-01      YES
Date20070223  6.400000E-01  8.198750E-01  1.000000E+00  -1.798750E-01      YES
Date20070224  6.400000E-01  7.752450E-01  1.000000E+00  -1.352450E-01      YES
Date20070225  4.800000E-01  7.269480E-01  1.000000E+00  -2.469480E-01      YES
Date20070226  4.800000E-01  6.831000E-01  1.000000E+00  -2.031000E-01      YES
Date20070227  4.800000E-01  6.727040E-01  1.000000E+00  -1.927040E-01      YES
Date20070228  6.400000E-01  7.343260E-01  1.000000E+00  -9.432600E-02      YES
Date20070301  6.400000E-01  8.143150E-01  1.000000E+00  -1.743150E-01      YES
Date20070302  6.400000E-01  8.580910E-01  1.000000E+00  -2.180910E-01      YES
Date20070303  6.400000E-01  8.826990E-01  1.000000E+00  -2.426990E-01      YES
Date20070304  7.800000E-01  9.415520E-01  1.000000E+00  -1.615520E-01      YES
Date20070305  8.500000E-01  1.007190E+00  1.000000E+00  -1.571900E-01      YES
Date20070306  8.500000E-01  9.755050E-01  1.000000E+00  -1.255050E-01      YES
Date20070307  8.500000E-01  9.069050E-01  1.000000E+00  -5.690500E-02      YES
Date20070308  7.800000E-01  8.629780E-01  1.000000E+00  -8.297800E-02      YES
Date20070309  7.800000E-01  8.134150E-01  1.000000E+00  -3.341500E-02      YES
Date20070310  7.000000E-01  7.835340E-01  1.000000E+00  -8.353400E-02      YES
Date20070311  6.400000E-01  7.646850E-01  1.000000E+00  -1.246850E-01      YES
Date20070312  6.400000E-01  7.226260E-01  1.000000E+00  -8.262600E-02      YES
Date20070313  5.700000E-01  6.724690E-01  1.000000E+00  -1.024690E-01      YES
Date20070314  4.800000E-01  6.274230E-01  1.000000E+00  -1.474230E-01      YES
Date20070315  4.800000E-01  5.818830E-01  1.000000E+00  -1.018830E-01      YES
Date20070316  4.000000E-01  5.380050E-01  1.000000E+00  -1.380050E-01      YES
Date20070317  4.000000E-01  4.962270E-01  1.000000E+00  -9.622700E-02      YES
Date20070318  3.300000E-01  4.696540E-01  1.000000E+00  -1.396540E-01      YES
Date20070319  3.300000E-01  4.702680E-01  1.000000E+00  -1.402680E-01      YES
Date20070320  3.300000E-01  4.638520E-01  1.000000E+00  -1.338520E-01      YES
Date20070321  2.600000E-01  4.424900E-01  1.000000E+00  -1.824900E-01      YES
Date20070322  2.600000E-01  4.287300E-01  1.000000E+00  -1.687300E-01      YES
Date20070323  3.300000E-01  4.260560E-01  1.000000E+00  -9.605600E-02      YES
Date20070324  4.000000E-01  5.263590E-01  1.000000E+00  -1.263590E-01      YES
Date20070325  2.900000E-01  6.679100E-01  1.000000E+00  -3.779100E-01      YES
Date20070326  2.400000E-01  6.594430E-01  1.000000E+00  -4.194430E-01      YES
Date20070327  2.400000E-01  5.984000E-01  1.000000E+00  -3.584000E-01      YES
Date20070328  2.000000E-01  5.658690E-01  1.000000E+00  -3.658690E-01      YES
Date20070329  2.000000E-01  5.198620E-01  1.000000E+00  -3.198620E-01      YES
Date20070330  2.000000E-01  4.801850E-01  1.000000E+00  -2.801850E-01      YES
Date20070331  2.000000E-01  4.400770E-01  1.000000E+00  -2.400770E-01      YES
Date20070401  1.600000E-01  4.007510E-01  1.000000E+00  -2.407510E-01      YES
Date20070402  1.600000E-01  3.639600E-01  1.000000E+00  -2.039600E-01      YES
Date20070403  1.600000E-01  3.267930E-01  1.000000E+00  -1.667930E-01      YES
Date20070404  1.600000E-01  2.921250E-01  1.000000E+00  -1.321250E-01      YES
Date20070405  1.600000E-01  2.576500E-01  1.000000E+00  -9.765000E-02      YES
Date20070406  1.300000E-01  2.252720E-01  1.000000E+00  -9.527200E-02      YES
Date20070407  1.300000E-01  1.935730E-01  1.000000E+00  -6.357300E-02      YES
Date20070408  1.300000E-01  1.635560E-01  1.000000E+00  -3.355600E-02      YES
Date20070409  1.300000E-01  1.354610E-01  1.000000E+00  -5.461000E-03      YES
Date20070410  1.300000E-01  1.112280E-01  1.000000E+00  +1.877200E-02      YES
Date20070411  1.000000E-01  9.163450E-02  1.000000E+00  +8.365500E-03      YES
Date20070412  1.000000E-01  7.508190E-02  1.000000E+00  +2.491810E-02      YES
Date20070413  7.000000E-02  6.027880E-02  1.000000E+00  +9.721200E-03      YES
Date20070414  5.000000E-02  4.745260E-02  1.000000E+00  +2.547400E-03      YES
Date20070415  5.000000E-02  3.664180E-02  1.000000E+00  +1.335820E-02      YES
Date20070416  5.000000E-02  2.727440E-02  1.000000E+00  +2.272560E-02      YES
Date20070417  5.000000E-02  1.932800E-02  1.000000E+00  +3.067200E-02      YES
Date20070418  4.000000E-02  1.253730E-02  1.000000E+00  +2.746270E-02      YES
Date20070419  5.000000E-02  7.307440E-03  1.000000E+00  +4.269256E-02      YES
Date20070420  5.000000E-02  3.820870E-03  1.000000E+00  +4.617913E-02      YES
Date20070421  4.000000E-02  1.976990E-03  1.000000E+00  +3.802301E-02      YES
Date20070422  4.000000E-02  1.085970E-03  1.000000E+00  +3.891403E-02      YES
Date20070423  4.000000E-02  6.563070E-04  1.000000E+00  +3.934369E-02      YES
Date20070424  4.000000E-02  4.402240E-04  1.000000E+00  +3.955978E-02      YES
Date20070425  2.000000E-02  3.158630E-04  1.000000E+00  +1.968414E-02      YES
Date20070426  2.000000E-02  2.281140E-04  1.000000E+00  +1.977189E-02      YES
Date20070427  2.000000E-02  1.657450E-04  1.000000E+00  +1.983426E-02      YES
Date20070428  2.000000E-02  9.335390E-05  1.000000E+00  +1.990665E-02      YES
Date20070429  2.000000E-02  7.391030E-05  1.000000E+00  +1.992609E-02      YES
Date20070430  2.000000E-02  5.278880E-05  1.000000E+00  +1.994721E-02      YES
Date20070501  2.000000E-02  2.475240E-05  1.000000E+00  +1.997525E-02      YES
Date20070502  4.000000E-02  2.125020E-05  1.000000E+00  +3.997875E-02      YES
Date20070503  4.000000E-02  4.651440E-06  1.000000E+00  +3.999535E-02      YES
Date20070504  4.000000E-02  3.531390E-06  1.000000E+00  +3.999647E-02      YES
Date20070505  4.000000E-02  5.209660E-07  1.000000E+00  +3.999948E-02      YES
Date20070506  4.000000E-02  6.257540E-07  1.000000E+00  +3.999937E-02      YES
Date20070507  4.000000E-02  1.153300E-07  1.000000E+00  +3.999988E-02      YES
Date20070508  1.000000E-01  9.350540E-03  1.000000E+00  +9.064946E-02      YES
Date20070509  5.000000E-02  3.751040E-02  1.000000E+00  +1.248960E-02      YES
Date20070510  4.000000E-02  5.790420E-02  1.000000E+00  -1.790420E-02      YES
Date20070511  2.000000E-02  5.463470E-02  1.000000E+00  -3.463470E-02      YES
Date20070512  2.000000E-02  4.877290E-02  1.000000E+00  -2.877290E-02      YES
Date20070513  2.000000E-02  4.139570E-02  1.000000E+00  -2.139570E-02      YES
Date20070514  2.000000E-02  3.254270E-02  1.000000E+00  -1.254270E-02      YES
Date20070515  4.000000E-02  2.741880E-02  1.000000E+00  +1.258120E-02      YES
Date20070516  4.000000E-02  2.383370E-02  1.000000E+00  +1.616630E-02      YES
Date20070517  5.000000E-02  2.870610E-02  1.000000E+00  +2.129390E-02      YES
Date20070518  5.000000E-02  3.335620E-02  1.000000E+00  +1.664380E-02      YES
Date20070519  4.000000E-02  2.449710E-02  1.000000E+00  +1.550290E-02      YES
Date20070520  4.000000E-02  1.245740E-02  1.000000E+00  +2.754260E-02      YES
Date20070521  2.000000E-02  5.466310E-03  1.000000E+00  +1.453369E-02      YES
Date20070522  1.600000E-01  1.517410E-03  1.000000E+00  +1.584826E-01      YES
Date20070523  2.000000E-01  5.015000E-03  1.000000E+00  +1.949850E-01      YES
Date20070524  1.000000E-01  1.010670E-02  1.000000E+00  +8.989330E-02      YES
Date20070525  7.000000E-02  5.805730E-03  1.000000E+00  +6.419427E-02      YES
Date20070526  5.000000E-02  1.208840E-03  1.000000E+00  +4.879116E-02      YES
Date20070527  7.000000E-02  4.386050E-03  1.000000E+00  +6.561395E-02      YES
Date20070528  1.600000E-01  2.506500E-02  1.000000E+00  +1.349350E-01      YES
Date20070529  4.000000E-01  1.347720E-01  1.000000E+00  +2.652280E-01      YES
Date20070530  1.600000E-01  2.809930E-01  1.000000E+00  -1.209930E-01      YES
Date20070531  1.300000E-01  2.974110E-01  1.000000E+00  -1.674110E-01      YES
Date20070601  7.000000E-02  2.495600E-01  1.000000E+00  -1.795600E-01      YES
Date20070602  5.000000E-02  2.249250E-01  1.000000E+00  -1.749250E-01      YES
Date20070603  4.000000E-02  1.948380E-01  1.000000E+00  -1.548380E-01      YES
Date20070604  5.000000E-02  1.763610E-01  1.000000E+00  -1.263610E-01      YES
Date20070605  4.000000E-02  1.617350E-01  1.000000E+00  -1.217350E-01      YES
Date20070606  4.000000E-02  1.404130E-01  1.000000E+00  -1.004130E-01      YES
Date20070607  4.000000E-02  1.179130E-01  1.000000E+00  -7.791300E-02      YES
Date20070608  2.000000E-02  9.624860E-02  1.000000E+00  -7.624860E-02      YES
Date20070609  1.000000E-02  7.679880E-02  1.000000E+00  -6.679880E-02      YES
Date20070610  1.000000E-02  5.807710E-02  1.000000E+00  -4.807710E-02      YES
Date20070611  1.000000E-02  4.394850E-02  1.000000E+00  -3.394850E-02      YES
Date20070612  1.000000E-02  3.209580E-02  1.000000E+00  -2.209580E-02      YES
Date20070613  1.000000E-02  2.307110E-02  1.000000E+00  -1.307110E-02      YES
Date20070614  4.000000E-02  1.571980E-02  1.000000E+00  +2.428020E-02      YES
Date20070615  4.000000E-02  8.408110E-03  1.000000E+00  +3.159189E-02      YES
Date20070616  2.000000E-01  3.313670E-02  1.000000E+00  +1.668633E-01      YES
Date20070617  7.000000E-02  9.555510E-02  1.000000E+00  -2.555510E-02      YES
Date20070618  5.000000E-02  1.270020E-01  1.000000E+00  -7.700200E-02      YES
Date20070619  4.000000E-02  1.237400E-01  1.000000E+00  -8.374000E-02      YES
Date20070620  4.000000E-02  1.139490E-01  1.000000E+00  -7.394900E-02      YES
Date20070621  5.000000E-02  9.144250E-02  1.000000E+00  -4.144250E-02      YES
Date20070622  5.000000E-02  7.530350E-02  1.000000E+00  -2.530350E-02      YES
Date20070623  4.000000E-02  6.627840E-02  1.000000E+00  -2.627840E-02      YES
Date20070624  4.000000E-02  5.463160E-02  1.000000E+00  -1.463160E-02      YES
Date20070625  4.000000E-02  4.245870E-02  1.000000E+00  -2.458700E-03      YES
Date20070626  5.000000E-02  3.402700E-02  1.000000E+00  +1.597300E-02      YES
Date20070627  5.000000E-02  3.120700E-02  1.000000E+00  +1.879300E-02      YES
Date20070628  4.000000E-02  2.818470E-02  1.000000E+00  +1.181530E-02      YES
Date20070629  4.000000E-02  2.210850E-02  1.000000E+00  +1.789150E-02      YES
Date20070630  2.000000E-02  1.515240E-02  1.000000E+00  +4.847600E-03      YES
Date20070701  2.000000E-02  7.887320E-03  1.000000E+00  +1.211268E-02      YES
Date20070702  4.000000E-02  2.155780E-03  1.000000E+00  +3.784422E-02      YES
Date20070703  4.000000E-02  2.177670E-03  1.000000E+00  +3.782233E-02      YES
Date20070704  2.000000E-02  3.320050E-03  1.000000E+00  +1.667995E-02      YES
Date20070705  4.000000E-02  5.972880E-03  1.000000E+00  +3.402712E-02      YES
Date20070706  4.000000E-02  1.788760E-02  1.000000E+00  +2.211240E-02      YES
Date20070707  4.000000E-02  2.920170E-02  1.000000E+00  +1.079830E-02      YES
Date20070708  2.000000E-02  2.413100E-02  1.000000E+00  -4.131000E-03      YES
Date20070709  2.000000E-02  1.356410E-02  1.000000E+00  +6.435900E-03      YES
Date20070710  2.000000E-02  7.099150E-03  1.000000E+00  +1.290085E-02      YES
Date20070711  5.000000E-02  2.097270E-03  1.000000E+00  +4.790273E-02      YES
Date20070712  5.000000E-02  1.347420E-03  1.000000E+00  +4.865258E-02      YES
Date20070713  5.000000E-02  1.498420E-03  1.000000E+00  +4.850158E-02      YES
Date20070714  4.000000E-02  8.902230E-04  1.000000E+00  +3.910978E-02      YES
Date20070715  4.000000E-02  7.084450E-04  1.000000E+00  +3.929155E-02      YES
Date20070716  4.000000E-02  4.299670E-04  1.000000E+00  +3.957003E-02      YES
Date20070717  2.000000E-02  4.384950E-04  1.000000E+00  +1.956150E-02      YES
Date20070718  2.000000E-02  3.687420E-04  1.000000E+00  +1.963126E-02      YES
Date20070719  2.000000E-02  3.454490E-04  1.000000E+00  +1.965455E-02      YES
Date20070720  5.000000E-02  3.304030E-04  1.000000E+00  +4.966960E-02      YES
Date20070721  7.000000E-02  3.652890E-02  1.000000E+00  +3.347110E-02      YES
Date20070722  2.000000E-01  1.825370E-01  1.000000E+00  +1.746300E-02      YES
Date20070723  1.000000E-01  3.330310E-01  1.000000E+00  -2.330310E-01      YES
Date20070724  7.000000E-02  3.730510E-01  1.000000E+00  -3.030510E-01      YES
Date20070725  7.000000E-02  3.907960E-01  1.000000E+00  -3.207960E-01      YES
Date20070726  7.000000E-02  3.820000E-01  1.000000E+00  -3.120000E-01      YES
Date20070727  5.000000E-02  3.355540E-01  1.000000E+00  -2.855540E-01      YES
Date20070728  5.000000E-02  2.997740E-01  1.000000E+00  -2.497740E-01      YES
Date20070729  5.000000E-02  2.704610E-01  1.000000E+00  -2.204610E-01      YES
Date20070730  5.000000E-02  2.702650E-01  1.000000E+00  -2.202650E-01      YES
Date20070731  5.000000E-02  2.830930E-01  1.000000E+00  -2.330930E-01      YES
Date20070801  5.000000E-02  2.695070E-01  1.000000E+00  -2.195070E-01      YES
Date20070802  5.000000E-02  2.401060E-01  1.000000E+00  -1.901060E-01      YES
Date20070803  4.000000E-02  2.092310E-01  1.000000E+00  -1.692310E-01      YES
Date20070804  4.000000E-02  1.792430E-01  1.000000E+00  -1.392430E-01      YES
Date20070805  4.000000E-02  1.515580E-01  1.000000E+00  -1.115580E-01      YES
Date20070806  4.000000E-02  1.253850E-01  1.000000E+00  -8.538500E-02      YES
Date20070807  5.000000E-02  1.001710E-01  1.000000E+00  -5.017100E-02      YES
Date20070808  5.000000E-02  7.680800E-02  1.000000E+00  -2.680800E-02      YES
Date20070809  1.000000E-01  5.610140E-02  1.000000E+00  +4.389860E-02      YES
Date20070810  4.000000E-01  8.911070E-02  1.000000E+00  +3.108893E-01      YES
Date20070811  1.600000E-01  1.690560E-01  1.000000E+00  -9.056000E-03      YES
Date20070812  1.600000E-01  1.905000E-01  1.000000E+00  -3.050000E-02      YES
Date20070813  1.300000E-01  1.750450E-01  1.000000E+00  -4.504500E-02      YES
Date20070814  1.000000E-01  1.652770E-01  1.000000E+00  -6.527700E-02      YES
Date20070815  5.000000E-02  1.429810E-01  1.000000E+00  -9.298100E-02      YES
Date20070816  5.000000E-02  1.258570E-01  1.000000E+00  -7.585700E-02      YES
Date20070817  5.000000E-02  1.100820E-01  1.000000E+00  -6.008200E-02      YES
Date20070818  4.000000E-02  9.676070E-02  1.000000E+00  -5.676070E-02      YES
Date20070819  4.000000E-02  8.403480E-02  1.000000E+00  -4.403480E-02      YES
Date20070820  4.000000E-02  6.887780E-02  1.000000E+00  -2.887780E-02      YES
