Observation    Measured       Simulated      Weight          Residual   Sensitive
Date20060914  3.000000E-02  2.422460E-03  1.000000E+00  +2.757754E-02      YES
Date20060915  2.000000E-02  1.480600E-03  1.000000E+00  +1.851940E-02      YES
Date20060916  2.000000E-02  7.841790E-04  1.000000E+00  +1.921582E-02      YES
Date20060917  2.000000E-02  6.058040E-04  1.000000E+00  +1.939420E-02      YES
Date20060918  2.000000E-02  3.516370E-04  1.000000E+00  +1.964836E-02      YES
Date20060919  2.000000E-02  2.751140E-04  1.000000E+00  +1.972489E-02      YES
Date20060920  2.000000E-02  2.008320E-04  1.000000E+00  +1.979917E-02      YES
Date20060921  2.000000E-02  1.596170E-04  1.000000E+00  +1.984038E-02      YES
Date20060922  2.000000E-02  1.411020E-04  1.000000E+00  +1.985890E-02      YES
Date20060923  2.000000E-02  8.966180E-05  1.000000E+00  +1.991034E-02      YES
Date20060924  2.000000E-02  9.065560E-05  1.000000E+00  +1.990934E-02      YES
Date20060925  2.000000E-02  5.296840E-05  1.000000E+00  +1.994703E-02      YES
Date20060926  2.000000E-02  4.867060E-05  1.000000E+00  +1.995133E-02      YES
Date20060927  2.000000E-02  2.670440E-05  1.000000E+00  +1.997330E-02      YES
Date20060928  2.000000E-02  1.587080E-05  1.000000E+00  +1.998413E-02      YES
Date20060929  2.000000E-02  1.947670E-05  1.000000E+00  +1.998052E-02      YES
Date20060930  2.000000E-02  1.434730E-05  1.000000E+00  +1.998565E-02      YES
Date20061001  2.000000E-02  4.197740E-04  1.000000E+00  +1.958023E-02      YES
Date20061002  2.000000E-02  8.370470E-04  1.000000E+00  +1.916295E-02      YES
Date20061003  3.000000E-02  4.085490E-03  1.000000E+00  +2.591451E-02      YES
Date20061004  2.100000E-01  8.289270E-02  1.000000E+00  +1.271073E-01      YES
Date20061005  1.200000E-01  2.106190E-01  1.000000E+00  -9.061900E-02      YES
Date20061006  8.000000E-02  2.298680E-01  1.000000E+00  -1.498680E-01      YES
Date20061007  8.000000E-02  1.927560E-01  1.000000E+00  -1.127560E-01      YES
Date20061008  5.000000E-02  1.979390E-01  1.000000E+00  -1.479390E-01      YES
Date20061009  5.000000E-02  2.060850E-01  1.000000E+00  -1.560850E-01      YES
Date20061010  3.000000E-02  1.923840E-01  1.000000E+00  -1.623840E-01      YES
Date20061011  3.000000E-02  1.680730E-01  1.000000E+00  -1.380730E-01      YES
Date20061012  3.000000E-02  1.495860E-01  1.000000E+00  -1.195860E-01      YES
Date20061013  3.000000E-02  1.300380E-01  1.000000E+00  -1.000380E-01      YES
Date20061014  5.000000E-02  1.115790E-01  1.000000E+00  -6.157900E-02      YES
Date20061015  3.000000E-02  9.658800E-02  1.000000E+00  -6.658800E-02      YES
Date20061016  3.000000E-02  8.019000E-02  1.000000E+00  -5.019000E-02      YES
Date20061017  3.000000E-02  6.635900E-02  1.000000E+00  -3.635900E-02      YES
Date20061018  3.000000E-02  5.362870E-02  1.000000E+00  -2.362870E-02      YES
Date20061019  2.000000E-02  4.232100E-02  1.000000E+00  -2.232100E-02      YES
Date20061020  2.000000E-02  3.175880E-02  1.000000E+00  -1.175880E-02      YES
Date20061021  5.000000E-02  2.263000E-02  1.000000E+00  +2.737000E-02      YES
Date20061022  2.000000E-02  1.413570E-02  1.000000E+00  +5.864300E-03      YES
Date20061023  2.000000E-02  7.001550E-03  1.000000E+00  +1.299845E-02      YES
Date20061024  2.000000E-02  2.683230E-03  1.000000E+00  +1.731677E-02      YES
Date20061025  2.000000E-02  1.228840E-03  1.000000E+00  +1.877116E-02      YES
Date20061026  3.000000E-02  8.622730E-04  1.000000E+00  +2.913773E-02      YES
Date20061027  3.000000E-02  4.909510E-04  1.000000E+00  +2.950905E-02      YES
Date20061028  3.000000E-02  3.550490E-04  1.000000E+00  +2.964495E-02      YES
Date20061029  2.100000E-01  1.688180E-02  1.000000E+00  +1.931182E-01      YES
Date20061030  3.300000E-01  1.344600E-01  1.000000E+00  +1.955400E-01      YES
Date20061031  2.100000E-01  2.863130E-01  1.000000E+00  -7.631300E-02      YES
Date20061101  1.200000E-01  3.038000E-01  1.000000E+00  -1.838000E-01      YES
Date20061102  1.200000E-01  2.899050E-01  1.000000E+00  -1.699050E-01      YES
Date20061103  8.000000E-02  3.044310E-01  1.000000E+00  -2.244310E-01      YES
Date20061104  8.000000E-02  2.782170E-01  1.000000E+00  -1.982170E-01      YES
Date20061105  2.600000E-01  3.044550E-01  1.000000E+00  -4.445500E-02      YES
Date20061106  4.000000E-01  4.414160E-01  1.000000E+00  -4.141600E-02      YES
Date20061107  2.600000E-01  5.513130E-01  1.000000E+00  -2.913130E-01      YES
Date20061108  2.600000E-01  5.347770E-01  1.000000E+00  -2.747770E-01      YES
Date20061109  3.300000E-01  5.180290E-01  1.000000E+00  -1.880290E-01      YES
Date20061110  4.000000E-01  5.865220E-01  1.000000E+00  -1.865220E-01      YES
Date20061111  4.000000E-01  6.394450E-01  1.000000E+00  -2.394450E-01      YES
Date20061112  4.000000E-01  6.379090E-01  1.000000E+00  -2.379090E-01      YES
Date20061113  4.800000E-01  6.847430E-01  1.000000E+00  -2.047430E-01      YES
Date20061114  4.800000E-01  7.628660E-01  1.000000E+00  -2.828660E-01      YES
Date20061115  4.000000E-01  7.641490E-01  1.000000E+00  -3.641490E-01      YES
Date20061116  4.000000E-01  7.197810E-01  1.000000E+00  -3.197810E-01      YES
Date20061117  3.300000E-01  6.759260E-01  1.000000E+00  -3.459260E-01      YES
Date20061118  3.300000E-01  6.333460E-01  1.000000E+00  -3.033460E-01      YES
Date20061119  2.600000E-01  5.943380E-01  1.000000E+00  -3.343380E-01      YES
Date20061120  2.600000E-01  5.599790E-01  1.000000E+00  -2.999790E-01      YES
Date20061121  2.100000E-01  5.315970E-01  1.000000E+00  -3.215970E-01      YES
Date20061122  2.100000E-01  5.008860E-01  1.000000E+00  -2.908860E-01      YES
Date20061123  1.600000E-01  4.722540E-01  1.000000E+00  -3.122540E-01      YES
Date20061124  1.600000E-01  4.464160E-01  1.000000E+00  -2.864160E-01      YES
Date20061125  1.600000E-01  4.163590E-01  1.000000E+00  -2.563590E-01      YES
Date20061126  1.600000E-01  3.850750E-01  1.000000E+00  -2.250750E-01      YES
Date20061127  1.600000E-01  3.554830E-01  1.000000E+00  -1.954830E-01      YES
Date20061128  1.200000E-01  3.272810E-01  1.000000E+00  -2.072810E-01      YES
Date20061129  1.200000E-01  3.006000E-01  1.000000E+00  -1.806000E-01      YES
Date20061130  1.200000E-01  2.794760E-01  1.000000E+00  -1.594760E-01      YES
Date20061201  1.200000E-01  2.624680E-01  1.000000E+00  -1.424680E-01      YES
Date20061202  1.200000E-01  2.412580E-01  1.000000E+00  -1.212580E-01      YES
Date20061203  8.000000E-02  2.190890E-01  1.000000E+00  -1.390890E-01      YES
Date20061204  8.000000E-02  2.023800E-01  1.000000E+00  -1.223800E-01      YES
Date20061205  8.000000E-02  1.959390E-01  1.000000E+00  -1.159390E-01      YES
Date20061206  8.000000E-02  1.917070E-01  1.000000E+00  -1.117070E-01      YES
Date20061207  8.000000E-02  1.768710E-01  1.000000E+00  -9.687100E-02      YES
Date20061208  1.200000E-01  1.602800E-01  1.000000E+00  -4.028000E-02      YES
Date20061209  1.600000E-01  1.456570E-01  1.000000E+00  +1.434300E-02      YES
Date20061210  2.600000E-01  2.085730E-01  1.000000E+00  +5.142700E-02      YES
Date20061211  2.600000E-01  3.313250E-01  1.000000E+00  -7.132500E-02      YES
Date20061212  2.100000E-01  3.630400E-01  1.000000E+00  -1.530400E-01      YES
Date20061213  2.100000E-01  3.610350E-01  1.000000E+00  -1.510350E-01      YES
Date20061214  2.100000E-01  3.756670E-01  1.000000E+00  -1.656670E-01      YES
Date20061215  2.100000E-01  3.532890E-01  1.000000E+00  -1.432890E-01      YES
Date20061216  1.600000E-01  3.261830E-01  1.000000E+00  -1.661830E-01      YES
Date20061217  1.600000E-01  3.397340E-01  1.000000E+00  -1.797340E-01      YES
Date20061218  1.600000E-01  3.799250E-01  1.000000E+00  -2.199250E-01      YES
Date20061219  1.600000E-01  3.753230E-01  1.000000E+00  -2.153230E-01      YES
Date20061220  1.600000E-01  3.478410E-01  1.000000E+00  -1.878410E-01      YES
Date20061221  1.600000E-01  3.554650E-01  1.000000E+00  -1.954650E-01      YES
Date20061222  1.600000E-01  3.657950E-01  1.000000E+00  -2.057950E-01      YES
Date20061223  1.600000E-01  3.476210E-01  1.000000E+00  -1.876210E-01      YES
Date20061224  1.600000E-01  3.197430E-01  1.000000E+00  -1.597430E-01      YES
Date20061225  1.600000E-01  2.983380E-01  1.000000E+00  -1.383380E-01      YES
Date20061226  1.600000E-01  2.818910E-01  1.000000E+00  -1.218910E-01      YES
Date20061227  1.600000E-01  2.706970E-01  1.000000E+00  -1.106970E-01      YES
Date20061228  1.600000E-01  2.527780E-01  1.000000E+00  -9.277800E-02      YES
Date20061229  1.600000E-01  2.319360E-01  1.000000E+00  -7.193600E-02      YES
Date20061230  1.600000E-01  2.198370E-01  1.000000E+00  -5.983700E-02      YES
Date20061231  1.600000E-01  2.360990E-01  1.000000E+00  -7.609900E-02      YES
Date20070101  2.100000E-01  3.078340E-01  1.000000E+00  -9.783400E-02      YES
Date20070102  4.000000E-01  4.098660E-01  1.000000E+00  -9.866000E-03      YES
Date20070103  3.300000E-01  4.772010E-01  1.000000E+00  -1.472010E-01      YES
Date20070104  3.300000E-01  4.967270E-01  1.000000E+00  -1.667270E-01      YES
Date20070105  3.300000E-01  5.031910E-01  1.000000E+00  -1.731910E-01      YES
Date20070106  4.000000E-01  5.137920E-01  1.000000E+00  -1.137920E-01      YES
Date20070107  4.800000E-01  5.413430E-01  1.000000E+00  -6.134300E-02      YES
Date20070108  4.800000E-01  5.712870E-01  1.000000E+00  -9.128700E-02      YES
Date20070109  4.800000E-01  5.768620E-01  1.000000E+00  -9.686200E-02      YES
Date20070110  4.000000E-01  5.606110E-01  1.000000E+00  -1.606110E-01      YES
Date20070111  4.000000E-01  5.492760E-01  1.000000E+00  -1.492760E-01      YES
Date20070112  4.000000E-01  5.520740E-01  1.000000E+00  -1.520740E-01      YES
Date20070113  4.000000E-01  5.389520E-01  1.000000E+00  -1.389520E-01      YES
Date20070114  3.300000E-01  5.095300E-01  1.000000E+00  -1.795300E-01      YES
Date20070115  3.300000E-01  4.857070E-01  1.000000E+00  -1.557070E-01      YES
Date20070116  3.300000E-01  4.653210E-01  1.000000E+00  -1.353210E-01      YES
Date20070117  2.100000E-01  4.378380E-01  1.000000E+00  -2.278380E-01      YES
Date20070118  2.600000E-01  4.185530E-01  1.000000E+00  -1.585530E-01      YES
Date20070119  6.400000E-01  4.978530E-01  1.000000E+00  +1.421470E-01      YES
Date20070120  4.000000E-01  6.345540E-01  1.000000E+00  -2.345540E-01      YES
Date20070121  4.000000E-01  6.647020E-01  1.000000E+00  -2.647020E-01      YES
Date20070122  4.000000E-01  6.306650E-01  1.000000E+00  -2.306650E-01      YES
Date20070123  3.300000E-01  6.080550E-01  1.000000E+00  -2.780550E-01      YES
Date20070124  3.300000E-01  5.800960E-01  1.000000E+00  -2.500960E-01      YES
Date20070125  3.300000E-01  5.490650E-01  1.000000E+00  -2.190650E-01      YES
Date20070126  3.300000E-01  5.147350E-01  1.000000E+00  -1.847350E-01      YES
Date20070127  3.300000E-01  4.835600E-01  1.000000E+00  -1.535600E-01      YES
Date20070128  3.300000E-01  4.541060E-01  1.000000E+00  -1.241060E-01      YES
Date20070129  1.010000E+00  4.651690E-01  1.000000E+00  +5.448310E-01      YES
Date20070130  1.260000E+00  5.648620E-01  1.000000E+00  +6.951380E-01      YES
Date20070131  1.450000E+00  7.027740E-01  1.000000E+00  +7.472260E-01      YES
Date20070201  1.740000E+00  8.369910E-01  1.000000E+00  +9.030090E-01      YES
Date20070202  1.640000E+00  9.692910E-01  1.000000E+00  +6.707090E-01      YES
Date20070203  1.540000E+00  1.086540E+00  1.000000E+00  +4.534600E-01      YES
Date20070204  1.350000E+00  1.141410E+00  1.000000E+00  +2.085900E-01      YES
Date20070205  1.180000E+00  1.098660E+00  1.000000E+00  +8.134000E-02      YES
Date20070206  1.010000E+00  1.036140E+00  1.000000E+00  -2.614000E-02      YES
Date20070207  8.500000E-01  9.937910E-01  1.000000E+00  -1.437910E-01      YES
Date20070208  7.800000E-01  9.393590E-01  1.000000E+00  -1.593590E-01      YES
Date20070209  7.000000E-01  9.056430E-01  1.000000E+00  -2.056430E-01      YES
Date20070210  6.400000E-01  9.200910E-01  1.000000E+00  -2.800910E-01      YES
Date20070211  6.400000E-01  9.480100E-01  1.000000E+00  -3.080100E-01      YES
Date20070212  6.400000E-01  9.516090E-01  1.000000E+00  -3.116090E-01      YES
Date20070213  6.400000E-01  9.342020E-01  1.000000E+00  -2.942020E-01      YES
Date20070214  6.400000E-01  9.192990E-01  1.000000E+00  -2.792990E-01      YES
Date20070215  8.500000E-01  9.435070E-01  1.000000E+00  -9.350700E-02      YES
Date20070216  1.010000E+00  1.029180E+00  1.000000E+00  -1.918000E-02      YES
Date20070217  9.300000E-01  1.089030E+00  1.000000E+00  -1.590300E-01      YES
Date20070218  9.300000E-01  1.047510E+00  1.000000E+00  -1.175100E-01      YES
Date20070219  9.300000E-01  9.847390E-01  1.000000E+00  -5.473900E-02      YES
Date20070220  7.800000E-01  9.451290E-01  1.000000E+00  -1.651290E-01      YES
Date20070221  7.800000E-01  8.986840E-01  1.000000E+00  -1.186840E-01      YES
Date20070222  7.000000E-01  8.593880E-01  1.000000E+00  -1.593880E-01      YES
Date20070223  6.400000E-01  8.263490E-01  1.000000E+00  -1.863490E-01      YES
Date20070224  6.400000E-01  7.810540E-01  1.000000E+00  -1.410540E-01      YES
Date20070225  4.800000E-01  7.320890E-01  1.000000E+00  -2.520890E-01      YES
Date20070226  4.800000E-01  6.876330E-01  1.000000E+00  -2.076330E-01      YES
Date20070227  4.800000E-01  6.775360E-01  1.000000E+00  -1.975360E-01      YES
Date20070228  6.400000E-01  7.408070E-01  1.000000E+00  -1.008070E-01      YES
Date20070301  6.400000E-01  8.218230E-01  1.000000E+00  -1.818230E-01      YES
Date20070302  6.400000E-01  8.653580E-01  1.000000E+00  -2.253580E-01      YES
Date20070303  6.400000E-01  8.897220E-01  1.000000E+00  -2.497220E-01      YES
Date20070304  7.800000E-01  9.488010E-01  1.000000E+00  -1.688010E-01      YES
Date20070305  8.500000E-01  1.014680E+00  1.000000E+00  -1.646800E-01      YES
Date20070306  8.500000E-01  9.823420E-01  1.000000E+00  -1.323420E-01      YES
Date20070307  8.500000E-01  9.127730E-01  1.000000E+00  -6.277300E-02      YES
Date20070308  7.800000E-01  8.681970E-01  1.000000E+00  -8.819700E-02      YES
Date20070309  7.800000E-01  8.179830E-01  1.000000E+00  -3.798300E-02      YES
Date20070310  7.000000E-01  7.879520E-01  1.000000E+00  -8.795200E-02      YES
Date20070311  6.400000E-01  7.692530E-01  1.000000E+00  -1.292530E-01      YES
Date20070312  6.400000E-01  7.266640E-01  1.000000E+00  -8.666400E-02      YES
Date20070313  5.700000E-01  6.757100E-01  1.000000E+00  -1.057100E-01      YES
Date20070314  4.800000E-01  6.300850E-01  1.000000E+00  -1.500850E-01      YES
Date20070315  4.800000E-01  5.839520E-01  1.000000E+00  -1.039520E-01      YES
Date20070316  4.000000E-01  5.395680E-01  1.000000E+00  -1.395680E-01      YES
Date20070317  4.000000E-01  4.973460E-01  1.000000E+00  -9.734600E-02      YES
Date20070318  3.300000E-01  4.710150E-01  1.000000E+00  -1.410150E-01      YES
Date20070319  3.300000E-01  4.730890E-01  1.000000E+00  -1.430890E-01      YES
Date20070320  3.300000E-01  4.676890E-01  1.000000E+00  -1.376890E-01      YES
Date20070321  2.600000E-01  4.448120E-01  1.000000E+00  -1.848120E-01      YES
Date20070322  2.600000E-01  4.282040E-01  1.000000E+00  -1.682040E-01      YES
Date20070323  3.300000E-01  4.227500E-01  1.000000E+00  -9.275000E-02      YES
Date20070324  4.000000E-01  5.262570E-01  1.000000E+00  -1.262570E-01      YES
Date20070325  2.900000E-01  6.759940E-01  1.000000E+00  -3.859940E-01      YES
Date20070326  2.400000E-01  6.687530E-01  1.000000E+00  -4.287530E-01      YES
Date20070327  2.400000E-01  6.056040E-01  1.000000E+00  -3.656040E-01      YES
Date20070328  2.000000E-01  5.727480E-01  1.000000E+00  -3.727480E-01      YES
Date20070329  2.000000E-01  5.256630E-01  1.000000E+00  -3.256630E-01      YES
Date20070330  2.000000E-01  4.852690E-01  1.000000E+00  -2.852690E-01      YES
Date20070331  2.000000E-01  4.444390E-01  1.000000E+00  -2.444390E-01      YES
Date20070401  1.600000E-01  4.043750E-01  1.000000E+00  -2.443750E-01      YES
Date20070402  1.600000E-01  3.669920E-01  1.000000E+00  -2.069920E-01      YES
Date20070403  1.600000E-01  3.291720E-01  1.000000E+00  -1.691720E-01      YES
Date20070404  1.600000E-01  2.939790E-01  1.000000E+00  -1.339790E-01      YES
Date20070405  1.600000E-01  2.589530E-01  1.000000E+00  -9.895300E-02      YES
Date20070406  1.300000E-01  2.261130E-01  1.000000E+00  -9.611300E-02      YES
Date20070407  1.300000E-01  1.939640E-01  1.000000E+00  -6.396400E-02      YES
Date20070408  1.300000E-01  1.635460E-01  1.000000E+00  -3.354600E-02      YES
Date20070409  1.300000E-01  1.350760E-01  1.000000E+00  -5.076000E-03      YES
Date20070410  1.300000E-01  1.105230E-01  1.000000E+00  +1.947700E-02      YES
Date20070411  1.000000E-01  9.070480E-02  1.000000E+00  +9.295200E-03      YES
Date20070412  1.000000E-01  7.399580E-02  1.000000E+00  +2.600420E-02      YES
Date20070413  7.000000E-02  5.904500E-02  1.000000E+00  +1.095500E-02      YES
Date20070414  5.000000E-02  4.609360E-02  1.000000E+00  +3.906400E-03      YES
Date20070415  5.000000E-02  3.521750E-02  1.000000E+00  +1.478250E-02      YES
Date20070416  5.000000E-02  2.582560E-02  1.000000E+00  +2.417440E-02      YES
Date20070417  5.000000E-02  1.793210E-02  1.000000E+00  +3.206790E-02      YES
Date20070418  4.000000E-02  1.129440E-02  1.000000E+00  +2.870560E-02      YES
Date20070419  5.000000E-02  6.341610E-03  1.000000E+00  +4.365839E-02      YES
Date20070420  5.000000E-02  3.208750E-03  1.000000E+00  +4.679125E-02      YES
Date20070421  4.000000E-02  1.665700E-03  1.000000E+00  +3.833430E-02      YES
Date20070422  4.000000E-02  9.407990E-04  1.000000E+00  +3.905920E-02      YES
Date20070423  4.000000E-02  5.693060E-04  1.000000E+00  +3.943069E-02      YES
Date20070424  4.000000E-02  3.851000E-04  1.000000E+00  +3.961490E-02      YES
Date20070425  2.000000E-02  2.845850E-04  1.000000E+00  +1.971542E-02      YES
Date20070426  2.000000E-02  1.986310E-04  1.000000E+00  +1.980137E-02      YES
Date20070427  2.000000E-02  1.564490E-04  1.000000E+00  +1.984355E-02      YES
Date20070428  2.000000E-02  8.567950E-05  1.000000E+00  +1.991432E-02      YES
Date20070429  2.000000E-02  6.084740E-05  1.000000E+00  +1.993915E-02      YES
Date20070430  2.000000E-02  5.004670E-05  1.000000E+00  +1.994995E-02      YES
Date20070501  2.000000E-02  2.054530E-05  1.000000E+00  +1.997945E-02      YES
Date20070502  4.000000E-02  1.706170E-05  1.000000E+00  +3.998294E-02      YES
Date20070503  4.000000E-02  3.577790E-06  1.000000E+00  +3.999642E-02      YES
Date20070504  4.000000E-02  3.577790E-06  1.000000E+00  +3.999642E-02      YES
Date20070505  4.000000E-02  3.726530E-07  1.000000E+00  +3.999963E-02      YES
Date20070506  4.000000E-02  4.565970E-07  1.000000E+00  +3.999954E-02      YES
Date20070507  4.000000E-02  9.676120E-08  1.000000E+00  +3.999990E-02      YES
Date20070508  1.000000E-01  9.568660E-03  1.000000E+00  +9.043134E-02      YES
Date20070509  5.000000E-02  3.968410E-02  1.000000E+00  +1.031590E-02      YES
Date20070510  4.000000E-02  6.241080E-02  1.000000E+00  -2.241080E-02      YES
Date20070511  2.000000E-02  5.946130E-02  1.000000E+00  -3.946130E-02      YES
Date20070512  2.000000E-02  5.287500E-02  1.000000E+00  -3.287500E-02      YES
Date20070513  2.000000E-02  4.448510E-02  1.000000E+00  -2.448510E-02      YES
Date20070514  2.000000E-02  3.530930E-02  1.000000E+00  -1.530930E-02      YES
Date20070515  4.000000E-02  3.062870E-02  1.000000E+00  +9.371300E-03      YES
Date20070516  4.000000E-02  2.765300E-02  1.000000E+00  +1.234700E-02      YES
Date20070517  5.000000E-02  3.440790E-02  1.000000E+00  +1.559210E-02      YES
Date20070518  5.000000E-02  4.014490E-02  1.000000E+00  +9.855100E-03      YES
Date20070519  4.000000E-02  2.963480E-02  1.000000E+00  +1.036520E-02      YES
Date20070520  4.000000E-02  1.614920E-02  1.000000E+00  +2.385080E-02      YES
Date20070521  2.000000E-02  7.855750E-03  1.000000E+00  +1.214425E-02      YES
Date20070522  1.600000E-01  2.156400E-03  1.000000E+00  +1.578436E-01      YES
Date20070523  2.000000E-01  5.293230E-03  1.000000E+00  +1.947068E-01      YES
Date20070524  1.000000E-01  1.057890E-02  1.000000E+00  +8.942110E-02      YES
Date20070525  7.000000E-02  6.178760E-03  1.000000E+00  +6.382124E-02      YES
Date20070526  5.000000E-02  1.495380E-03  1.000000E+00  +4.850462E-02      YES
Date20070527  7.000000E-02  4.680230E-03  1.000000E+00  +6.531977E-02      YES
Date20070528  1.600000E-01  2.779620E-02  1.000000E+00  +1.322038E-01      YES
Date20070529  4.000000E-01  1.476450E-01  1.000000E+00  +2.523550E-01      YES
Date20070530  1.600000E-01  3.043010E-01  1.000000E+00  -1.443010E-01      YES
Date20070531  1.300000E-01  3.210630E-01  1.000000E+00  -1.910630E-01      YES
Date20070601  7.000000E-02  2.703380E-01  1.000000E+00  -2.003380E-01      YES
Date20070602  5.000000E-02  2.426090E-01  1.000000E+00  -1.926090E-01      YES
Date20070603  4.000000E-02  2.081350E-01  1.000000E+00  -1.681350E-01      YES
Date20070604  5.000000E-02  1.877090E-01  1.000000E+00  -1.377090E-01      YES
Date20070605  4.000000E-02  1.727030E-01  1.000000E+00  -1.327030E-01      YES
Date20070606  4.000000E-02  1.505170E-01  1.000000E+00  -1.105170E-01      YES
Date20070607  4.000000E-02  1.270080E-01  1.000000E+00  -8.700800E-02      YES
Date20070608  2.000000E-02  1.046880E-01  1.000000E+00  -8.468800E-02      YES
Date20070609  1.000000E-02  8.369480E-02  1.000000E+00  -7.369480E-02      YES
Date20070610  1.000000E-02  6.231280E-02  1.000000E+00  -5.231280E-02      YES
Date20070611  1.000000E-02  4.613740E-02  1.000000E+00  -3.613740E-02      YES
Date20070612  1.000000E-02  3.330420E-02  1.000000E+00  -2.330420E-02      YES
Date20070613  1.000000E-02  2.374290E-02  1.000000E+00  -1.374290E-02      YES
Date20070614  4.000000E-02  1.613360E-02  1.000000E+00  +2.386640E-02      YES
Date20070615  4.000000E-02  8.823630E-03  1.000000E+00  +3.117637E-02      YES
Date20070616  2.000000E-01  3.364200E-02  1.000000E+00  +1.663580E-01      YES
Date20070617  7.000000E-02  9.759250E-02  1.000000E+00  -2.759250E-02      YES
Date20070618  5.000000E-02  1.317680E-01  1.000000E+00  -8.176800E-02      YES
Date20070619  4.000000E-02  1.300040E-01  1.000000E+00  -9.000400E-02      YES
Date20070620  4.000000E-02  1.203250E-01  1.000000E+00  -8.032500E-02      YES
Date20070621  5.000000E-02  9.681750E-02  1.000000E+00  -4.681750E-02      YES
Date20070622  5.000000E-02  8.008010E-02  1.000000E+00  -3.008010E-02      YES
Date20070623  4.000000E-02  7.090170E-02  1.000000E+00  -3.090170E-02      YES
Date20070624  4.000000E-02  5.789000E-02  1.000000E+00  -1.789000E-02      YES
Date20070625  4.000000E-02  4.492280E-02  1.000000E+00  -4.922800E-03      YES
Date20070626  5.000000E-02  3.627600E-02  1.000000E+00  +1.372400E-02      YES
Date20070627  5.000000E-02  3.347410E-02  1.000000E+00  +1.652590E-02      YES
Date20070628  4.000000E-02  3.103510E-02  1.000000E+00  +8.964900E-03      YES
Date20070629  4.000000E-02  2.505230E-02  1.000000E+00  +1.494770E-02      YES
Date20070630  2.000000E-02  1.802940E-02  1.000000E+00  +1.970600E-03      YES
Date20070701  2.000000E-02  1.050020E-02  1.000000E+00  +9.499800E-03      YES
Date20070702  4.000000E-02  3.636090E-03  1.000000E+00  +3.636391E-02      YES
Date20070703  4.000000E-02  2.517870E-03  1.000000E+00  +3.748213E-02      YES
Date20070704  2.000000E-02  3.642150E-03  1.000000E+00  +1.635785E-02      YES
Date20070705  4.000000E-02  7.314600E-03  1.000000E+00  +3.268540E-02      YES
Date20070706  4.000000E-02  2.163240E-02  1.000000E+00  +1.836760E-02      YES
Date20070707  4.000000E-02  3.425740E-02  1.000000E+00  +5.742600E-03      YES
Date20070708  2.000000E-02  2.757860E-02  1.000000E+00  -7.578600E-03      YES
Date20070709  2.000000E-02  1.583810E-02  1.000000E+00  +4.161900E-03      YES
Date20070710  2.000000E-02  8.928120E-03  1.000000E+00  +1.107188E-02      YES
Date20070711  5.000000E-02  2.974170E-03  1.000000E+00  +4.702583E-02      YES
Date20070712  5.000000E-02  1.594090E-03  1.000000E+00  +4.840591E-02      YES
Date20070713  5.000000E-02  1.651560E-03  1.000000E+00  +4.834844E-02      YES
Date20070714  4.000000E-02  1.066200E-03  1.000000E+00  +3.893380E-02      YES
Date20070715  4.000000E-02  8.019290E-04  1.000000E+00  +3.919807E-02      YES
Date20070716  4.000000E-02  4.564050E-04  1.000000E+00  +3.954360E-02      YES
Date20070717  2.000000E-02  4.413700E-04  1.000000E+00  +1.955863E-02      YES
Date20070718  2.000000E-02  3.695490E-04  1.000000E+00  +1.963045E-02      YES
Date20070719  2.000000E-02  3.453370E-04  1.000000E+00  +1.965466E-02      YES
Date20070720  5.000000E-02  3.304350E-04  1.000000E+00  +4.966957E-02      YES
Date20070721  7.000000E-02  3.661450E-02  1.000000E+00  +3.338550E-02      YES
Date20070722  2.000000E-01  1.889610E-01  1.000000E+00  +1.103900E-02      YES
Date20070723  1.000000E-01  3.492770E-01  1.000000E+00  -2.492770E-01      YES
Date20070724  7.000000E-02  3.933070E-01  1.000000E+00  -3.233070E-01      YES
Date20070725  7.000000E-02  4.133480E-01  1.000000E+00  -3.433480E-01      YES
Date20070726  7.000000E-02  4.047720E-01  1.000000E+00  -3.347720E-01      YES
Date20070727  5.000000E-02  3.557000E-01  1.000000E+00  -3.057000E-01      YES
Date20070728  5.000000E-02  3.178510E-01  1.000000E+00  -2.678510E-01      YES
Date20070729  5.000000E-02  2.874890E-01  1.000000E+00  -2.374890E-01      YES
Date20070730  5.000000E-02  2.905840E-01  1.000000E+00  -2.405840E-01      YES
Date20070731  5.000000E-02  3.074660E-01  1.000000E+00  -2.574660E-01      YES
Date20070801  5.000000E-02  2.928950E-01  1.000000E+00  -2.428950E-01      YES
Date20070802  5.000000E-02  2.600710E-01  1.000000E+00  -2.100710E-01      YES
Date20070803  4.000000E-02  2.257660E-01  1.000000E+00  -1.857660E-01      YES
Date20070804  4.000000E-02  1.923890E-01  1.000000E+00  -1.523890E-01      YES
Date20070805  4.000000E-02  1.621560E-01  1.000000E+00  -1.221560E-01      YES
Date20070806  4.000000E-02  1.347260E-01  1.000000E+00  -9.472600E-02      YES
Date20070807  5.000000E-02  1.088950E-01  1.000000E+00  -5.889500E-02      YES
Date20070808  5.000000E-02  8.491110E-02  1.000000E+00  -3.491110E-02      YES
Date20070809  1.000000E-01  6.301830E-02  1.000000E+00  +3.698170E-02      YES
Date20070810  4.000000E-01  9.773160E-02  1.000000E+00  +3.022684E-01      YES
Date20070811  1.600000E-01  1.805320E-01  1.000000E+00  -2.053200E-02      YES
