time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
330,2003-08-27,00:00:00.00,0,0,-0.034778,0,0.479124,0,503.612,-6.43635e-69,1.01017,206.366,10,0,0,0,0,721.433,691,0.775781,-1.13687e-12
331,2003-08-28,00:00:00.00,0,0,-0.034778,0,0.479124,0,504.418,3.27158e-85,1.31877,205.252,10,0,0,0,0,721.433,691,0.775781,-1.13687e-12
332,2003-08-29,00:00:00.00,0.9,0,-0.034778,0,0.479124,0,506.25,7.05148e-19,1.42362,204.214,10,0,0,0,0,722.333,691.9,0.775781,1.13687e-13
333,2003-08-30,00:00:00.00,6.9,0,-0.034778,0,0.479124,0,510.012,6.82277e-18,5.00493,203.772,10,0,0,0,0,729.233,698.8,0.775781,-1.02318e-12
334,2003-08-31,00:00:00.00,1.6,0,-0.034778,0,0.479124,0,512.292,1.27969e-18,4.90873,203.187,10,0,0,0,0,730.833,700.4,0.775781,-3.41061e-13
335,2003-09-01,00:00:00.00,5.6,0,-0.034778,0,0.479124,0,514.385,-1.25192e-18,7.89593,203.707,10,0,0,0,0,736.433,706,0.775781,-2.72848e-12
336,2003-09-02,00:00:00.00,4.9,0,-0.034778,0,0.479124,0,516.501,6.63566e-18,9.8822,204.506,10,0,0,0,0,741.333,710.9,0.775781,2.27374e-12
337,2003-09-03,00:00:00.00,1.1,0,-0.034778,0,0.479124,0,518.417,-7.8722e-19,9.55109,204.021,10,0,0,0,0,742.433,712,0.775781,-1.7053e-12
338,2003-09-04,00:00:00.00,0,0,-0.034778,0,0.479124,0,521.654,2.0531e-35,7.31769,203.017,10,0,0,0,0,742.433,712,0.775781,1.02318e-12
339,2003-09-05,00:00:00.00,0,0,-0.034778,0,0.479124,0,523.621,-2.00829e-51,6.39251,201.975,10,0,0,0,0,742.433,712,0.775781,-6.82121e-13
340,2003-09-06,00:00:00.00,0,0,-0.034778,0,0.479124,0,526.327,1.48054e-68,4.75759,200.903,10,0,0,0,0,742.433,712,0.775781,-2.27374e-13
341,2003-09-07,00:00:00.00,0,0,-0.034778,0,0.479124,0,528.74,7.35523e-86,3.43677,199.812,10,0,0,0,0,742.433,712,0.775781,3.63798e-12
342,2003-09-08,00:00:00.00,0,0,-0.034778,0,0.479124,0,530.554,-6.05277e-102,2.72187,198.713,10,0,0,0,0,742.433,712,0.775781,4.54747e-13
343,2003-09-09,00:00:00.00,0,0,-0.034778,0,0.479124,0,532.113,0,2.26702,197.609,10,0,0,0,0,742.433,712,0.775781,2.27374e-13
344,2003-09-10,00:00:00.00,5,0,-0.034778,0,0.479124,0,534.266,-3.7024e-18,5.65537,197.067,10,0,0,0,0,747.433,717,0.775781,0
345,2003-09-11,00:00:00.00,3.7,0,-0.034778,0,0.479124,0,536.166,-4.42473e-19,7.36678,197.156,10,0,0,0,0,751.133,720.7,0.775781,-2.72848e-12
346,2003-09-12,00:00:00.00,3.7,0,-0.034778,0,0.479124,0,537.674,-5.95046e-18,9.25665,197.458,10,0,0,0,0,754.833,724.4,0.775781,-6.82121e-13
347,2003-09-13,00:00:00.00,4.2,0,-0.034778,0,0.479124,0,539.54,5.86179e-18,10.9043,198.144,10,0,0,0,0,759.033,728.6,0.775781,0
348,2003-09-14,00:00:00.00,3.2,0,-0.034778,0,0.479124,0,541.141,-1.74993e-19,12.0618,198.585,10,0,0,0,0,762.233,731.8,0.775781,1.13687e-12
349,2003-09-15,00:00:00.00,0,0,-0.034778,0,0.479124,0,543.146,-3.83714e-35,10.9459,197.697,10,0,0,0,0,762.233,731.8,0.775781,1.36424e-12
350,2003-09-16,00:00:00.00,0,0,-0.034778,0,0.479124,0,546.084,4.3624e-52,8.98026,196.724,10,0,0,0,0,762.233,731.8,0.775781,2.50111e-12
351,2003-09-17,00:00:00.00,0,0,-0.034778,0,0.479124,0,548.795,-1.62626e-68,7.30055,195.693,10,0,0,0,0,762.233,731.8,0.775781,0
352,2003-09-18,00:00:00.00,0,0,-0.034778,0,0.479124,0,551.4,-4.40779e-85,5.75404,194.634,10,0,0,0,0,762.233,731.8,0.775781,2.27374e-12
353,2003-09-19,00:00:00.00,0,0,-0.034778,0,0.479124,0,554.118,-1.39344e-102,4.12175,193.549,10,0,0,0,0,762.233,731.8,0.775781,1.02318e-12
354,2003-09-20,00:00:00.00,0,0,-0.034778,0,0.479124,0,556.019,0,3.31399,192.456,10,0,0,0,0,762.233,731.8,0.775781,9.09495e-13
355,2003-09-21,00:00:00.00,0,0,-0.034778,0,0.479124,0,557.775,0,2.6579,191.355,10,0,0,0,0,762.233,731.8,0.775781,1.36424e-12
356,2003-09-22,00:00:00.00,0,0,-0.034778,0,0.479124,0,559.266,0,2.27171,190.25,10,0,0,0,0,762.233,731.8,0.775781,6.82121e-13
357,2003-09-23,00:00:00.00,0,0,-0.034778,0,0.479124,0,560.69,0,1.95571,189.143,10,0,0,0,0,762.233,731.8,0.775781,-2.27374e-13
358,2003-09-24,00:00:00.00,1.3,0,-0.034778,0,0.479124,0,562.139,6.38907e-19,2.79742,188.152,10,0,0,0,0,763.533,733.1,0.775781,-6.82121e-13
359,2003-09-25,00:00:00.00,0,0,-0.034778,0,0.479124,0,563.191,-1.73457e-35,2.84148,187.056,10,0,0,0,0,763.533,733.1,0.775781,-6.82121e-13
360,2003-09-26,00:00:00.00,0,0,-0.034778,0,0.479124,0,564.46,-1.19671e-51,2.67131,185.957,10,0,0,0,0,763.533,733.1,0.775781,-6.82121e-13
361,2003-09-27,00:00:00.00,0,0,-0.034778,0,0.479124,0,565.861,4.21748e-69,2.37187,184.855,10,0,0,0,0,763.533,733.1,0.775781,-2.16005e-12
362,2003-09-28,00:00:00.00,0,0,-0.034778,0,0.479124,0,566.868,4.77794e-85,2.46751,183.753,10,0,0,0,0,763.533,733.1,0.775781,-1.7053e-12
363,2003-09-29,00:00:00.00,3,0,-0.034778,0,0.479124,0,568.709,-3.79769e-18,4.35668,183.023,10,0,0,0,0,766.533,736.1,0.775781,-5.68434e-13
364,2003-09-30,00:00:00.00,1.3,0,-0.034778,0,0.479124,0,570.059,4.58596e-19,5.0504,182.279,10,0,0,0,0,767.833,737.4,0.775781,1.59162e-12
365,2003-10-01,00:00:00.00,0,0,-0.034778,0,0.479124,0,571.286,5.13504e-37,4.87464,181.228,10,0,0,0,0,767.833,737.4,0.775781,3.41061e-13
366,2003-10-02,00:00:00.00,0,0,-0.034778,0,0.479124,0,573.057,1.05935e-51,4.18252,180.149,10,0,0,0,0,767.833,737.4,0.775781,1.36424e-12
367,2003-10-03,00:00:00.00,1.1,0,-0.034778,0,0.479124,0,574.24,-5.15864e-20,4.94448,179.303,10,0,0,0,0,768.933,738.5,0.775781,-1.59162e-12
368,2003-10-04,00:00:00.00,0.6,0,-0.034778,0,0.479124,0,576.032,-1.15391e-19,4.68738,178.369,10,0,0,0,0,769.533,739.1,0.775781,2.04636e-12
369,2003-10-05,00:00:00.00,1,0,-0.034778,0,0.479124,0,577.446,1.10846e-18,5.12527,177.517,10,0,0,0,0,770.533,740.1,0.775781,3.41061e-13
370,2003-10-06,00:00:00.00,4.5,0,-0.034778,0,0.479124,0,578.372,-7.40427e-18,8.61272,177.604,10,0,0,0,0,775.033,744.6,0.775781,-1.13687e-13
371,2003-10-07,00:00:00.00,3.4,0,-0.034778,0,0.479124,0,579.393,-2.29704e-20,10.6777,177.918,10,0,0,0,0,778.433,748,0.775781,-1.25056e-12
372,2003-10-08,00:00:00.00,7,0,-0.034778,0,0.479124,0,580.33,3.12918e-18,14.724,179.934,10,0,0,0,0,785.433,755,0.775781,6.82121e-13
373,2003-10-09,00:00:00.00,16.1,0,-0.034778,0,0.479124,0,582.183,-5.71669e-18,21.8975,187.008,10,0,0,0,0,801.533,771.1,0.775781,-1.7053e-12
374,2003-10-10,00:00:00.00,1.2,0,-0.034778,0,0.479124,0,583.335,5.14862e-19,21.84,187.113,10,0,0,0,0,802.733,772.3,0.775781,-6.82121e-13
375,2003-10-11,00:00:00.00,0.8,0,-0.034778,0,0.479124,0,584.358,1.44631e-19,21.77,186.96,10,0,0,0,0,803.533,773.1,0.775781,1.36424e-12
376,2003-10-12,00:00:00.00,0.4,0,-0.034778,0,0.479124,0,585.366,-3.11886e-21,21.567,186.556,10,0,0,0,0,803.933,773.5,0.775781,3.41061e-13
377,2003-10-13,00:00:00.00,0,0,-0.034778,0,0.479124,0,586.564,1.50399e-37,21.0289,185.895,10,0,0,0,0,803.933,773.5,0.775781,1.7053e-12
378,2003-10-14,00:00:00.00,0,0,-0.034778,0,0.479124,0,587.843,5.09573e-54,20.4413,185.204,10,0,0,0,0,803.933,773.5,0.775781,-1.36424e-12
379,2003-10-15,00:00:00.00,0.8,0,-0.034778,0,0.479124,0,588.931,-5.34264e-20,20.4342,184.923,10,0,0,0,0,804.733,774.3,0.775781,3.41061e-13
380,2003-10-16,00:00:00.00,0,0,-0.034778,0,0.479124,0,589.742,-1.66073e-36,20.3315,184.215,10,0,0,0,0,804.733,774.3,0.775781,-6.82121e-13
381,2003-10-17,00:00:00.00,0,0,-0.034778,0,0.479124,0,590.682,-1.9262e-54,20.1125,183.494,10,0,0,0,0,804.733,774.3,0.775781,-4.54747e-13
382,2003-10-18,00:00:00.00,0,0,-0.034778,0,0.479124,0,591.721,5.59398e-70,19.8103,182.757,10,0,0,0,0,804.733,774.3,0.775781,2.27374e-13
383,2003-10-19,00:00:00.00,0,0,-0.034778,0,0.479124,0,592.971,3.10528e-86,19.3203,181.997,10,0,0,0,0,804.733,774.3,0.775781,-2.16005e-12
384,2003-10-20,00:00:00.00,0,0,-0.034778,0,0.479124,0,593.911,-1.72378e-102,19.1478,181.229,10,0,0,0,0,804.733,774.3,0.775781,4.54747e-13
385,2003-10-21,00:00:00.00,0,0,-0.034778,0,0.479124,0,594.806,0,19.0269,180.455,10,0,0,0,0,804.733,774.3,0.775781,1.36424e-12
386,2003-10-22,00:00:00.00,4.8,4.8,-0.034778,0,0.479124,0,595.817,1.77033e-18,23.6044,184.467,10,0,0,0,0,814.333,783.9,0.775781,-2.16005e-12
387,2003-10-23,00:00:00.00,1.5,1.5,-0.034778,0,0.479124,0,596.195,1.84494e-19,25.0621,185.631,10,0,0,0,0,817.333,786.9,0.775781,-2.27374e-13
388,2003-10-24,00:00:00.00,0,0,-0.034778,0,0.479124,0,596.814,-9.04419e-36,25.0222,185.052,10,0,0,0,0,817.333,786.9,0.775781,-9.09495e-13
389,2003-10-25,00:00:00.00,0,0.3,-0.034778,0,0.479124,0,597.253,2.15865e-52,25.1926,184.472,10,0,0.271337,0,0,817.633,787.2,0.775781,1.13687e-13
390,2003-10-26,00:00:00.00,1,0,-0.034778,0,0.479124,0,598.111,-4.16143e-19,25.4231,184.654,10,0,0,0,0,818.633,788.2,0.775781,-1.02318e-12
391,2003-10-27,00:00:00.00,1.8,0,-0.034778,0,0.479124,0,598.613,-4.59949e-20,26.2336,185.142,10,0,0,0,0,820.433,790,0.775781,-2.27374e-12
392,2003-10-28,00:00:00.00,0,0,-0.034778,0,0.479124,0,599.215,-5.9196e-36,26.2065,184.567,10,0,0,0,0,820.433,790,0.775781,-2.38742e-12
393,2003-10-29,00:00:00.00,0,0,-0.034778,0,0.479124,0,600.037,-1.91772e-54,25.9753,183.976,10,0,0,0,0,820.433,790,0.775781,9.09495e-13
394,2003-10-30,00:00:00.00,7.7,0,-0.034778,0,0.479124,0,601.007,-1.14383e-18,28.7191,187.962,10,0,0,0,0,828.133,797.7,0.775781,2.27374e-13
395,2003-10-31,00:00:00.00,1,0,-0.034778,0,0.479124,0,601.659,8.89759e-20,28.9584,188.071,10,0,0,0,0,829.133,798.7,0.775781,1.81899e-12
396,2003-11-01,00:00:00.00,0,0,-0.034778,0,0.479124,0,602.576,4.85934e-37,28.5805,187.532,10,0,0,0,0,829.133,798.7,0.775781,1.13687e-13
397,2003-11-02,00:00:00.00,0,0,-0.034778,0,0.479124,0,603.229,2.03782e-53,28.4775,186.982,10,0,0,0,0,829.133,798.7,0.775781,1.13687e-13
398,2003-11-03,00:00:00.00,0,0,-0.034778,0,0.479124,0,604.073,-1.51285e-69,28.1994,186.416,10,0,0,0,0,829.133,798.7,0.775781,9.09495e-13
399,2003-11-04,00:00:00.00,3.3,0,-0.034778,0,0.479124,0,604.933,2.81462e-20,29.1985,187.857,10,0,0,0,0,832.433,802,0.775781,-1.36424e-12
400,2003-11-05,00:00:00.00,0,0,-0.034778,0,0.479124,0,605.611,1.03409e-36,29.0724,187.305,10,0,0,0,0,832.433,802,0.775781,-4.54747e-13
401,2003-11-06,00:00:00.00,0,0,-0.034778,0,0.479124,0,606.463,-5.74038e-53,28.7873,186.738,10,0,0,0,0,832.433,802,0.775781,4.54747e-13
402,2003-11-07,00:00:00.00,0,0,-0.034778,0,0.479124,0,607.214,0,28.615,186.159,10,0,0,0,0,832.433,802,0.775781,-1.13687e-13
403,2003-11-08,00:00:00.00,0,0,-0.034778,0,0.479124,0,607.74,0,28.6693,185.579,10,0,0,0,0,832.433,802,0.775781,1.59162e-12
404,2003-11-09,00:00:00.00,0,0,-0.034778,0,0.479124,0,608.317,0,28.6752,184.996,10,0,0,0,0,832.433,802,0.775781,-1.47793e-12
405,2003-11-10,00:00:00.00,0,0,-0.034778,0,0.479124,0,609.192,0,28.3975,184.399,10,0,0,0,0,832.433,802,0.775781,0
406,2003-11-11,00:00:00.00,0,0,-0.034778,0,0.479124,0,609.619,0,28.5639,183.806,10,0,0,0,0,832.433,802,0.775781,-9.09495e-13
407,2003-11-12,00:00:00.00,0,0,-0.034778,0,0.479124,0,610.269,0,28.5116,183.208,10,0,0,0,0,832.433,802,0.775781,6.82121e-13
408,2003-11-13,00:00:00.00,0,0,-0.034778,0,0.479124,0,610.747,0,28.6292,182.613,10,0,0,0,0,832.433,802,0.775781,6.82121e-13
409,2003-11-14,00:00:00.00,0,0,-0.034778,0,0.479124,0,611.275,0,28.6959,182.017,10,0,0,0,0,832.433,802,0.775781,1.81899e-12
410,2003-11-15,00:00:00.00,0,0,-0.034778,0,0.479124,0,611.838,0,28.7293,181.421,10,0,0,0,0,832.433,802,0.775781,-3.06954e-12
411,2003-11-16,00:00:00.00,0,0,-0.034778,0,0.479124,0,612.452,0,28.714,180.822,10,0,0,0,0,832.433,802,0.775781,9.09495e-13
412,2003-11-17,00:00:00.00,4.4,0,-0.034778,0,0.479124,0,613.109,-1.55995e-18,30.4227,182.856,10,0,0,0,0,836.833,806.4,0.775781,0
413,2003-11-18,00:00:00.00,1.8,0,-0.034778,0,0.479124,0,613.496,7.44428e-21,31.2433,183.449,10,0,0,0,0,838.633,808.2,0.775781,-6.82121e-13
414,2003-11-19,00:00:00.00,1,0,-0.034778,0,0.479124,0,614.082,-9.89176e-20,31.5416,183.565,10,0,0,0,0,839.633,809.2,0.775781,-1.7053e-12
415,2003-11-20,00:00:00.00,0,0,-0.034778,0,0.479124,0,614.55,1.43907e-36,31.588,183.05,10,0,0,0,0,839.633,809.2,0.775781,-1.25056e-12
416,2003-11-21,00:00:00.00,0,0,-0.034778,0,0.479124,0,615.122,2.52095e-53,31.5375,182.529,10,0,0,0,0,839.633,809.2,0.775781,-2.50111e-12
417,2003-11-22,00:00:00.00,0,0,-0.034778,0,0.479124,0,615.725,0,31.4635,182,10,0,0,0,0,839.633,809.2,0.775781,1.7053e-12
418,2003-11-23,00:00:00.00,0,0,-0.034778,0,0.479124,0,616.469,0,31.2607,181.459,10,0,0,0,0,839.633,809.2,0.775781,9.09495e-13
419,2003-11-24,00:00:00.00,0,0,-0.034778,0,0.479124,0,617.191,0,31.0905,180.907,10,0,0,0,0,839.633,809.2,0.775781,1.36424e-12
420,2003-11-25,00:00:00.00,0,0,-0.034778,0,0.479124,0,617.94,0,30.9023,180.346,10,0,0,0,0,839.633,809.2,0.775781,-2.27374e-13
421,2003-11-26,00:00:00.00,1.7,0,-0.034778,0,0.479124,0,618.651,-3.68704e-20,31.409,180.829,10,0,0,0,0,841.333,810.9,0.775781,-9.09495e-13
422,2003-11-27,00:00:00.00,4.8,0,-0.034778,0,0.479124,0,619.236,-1.67481e-19,33.1664,183.286,10,0,0,0,0,846.133,815.7,0.775781,-5.68434e-13
423,2003-11-28,00:00:00.00,0.2,0,-0.034778,0,0.479124,0,619.763,-1.5963e-23,33.2049,182.921,10,0,0,0,0,846.333,815.9,0.775781,4.54747e-13
424,2003-11-29,00:00:00.00,6.2,0,-0.034778,0,0.479124,0,620.474,5.40751e-21,35.1528,186.461,10,0,0,0,0,852.533,822.1,0.775781,-5.68434e-13
425,2003-11-30,00:00:00.00,4.2,0,-0.034778,0,0.479124,0,620.958,-1.62106e-19,36.4649,188.865,10,0,0,0,0,856.733,826.3,0.775781,6.82121e-13
426,2003-12-01,00:00:00.00,0,0,-0.034778,0,0.479124,0,621.367,-9.36732e-37,36.4705,188.45,10,0,0,0,0,856.733,826.3,0.775781,1.59162e-12
427,2003-12-02,00:00:00.00,0,0,-0.034778,0,0.479124,0,621.809,1.03962e-52,36.4507,188.028,10,0,0,0,0,856.733,826.3,0.775781,-7.95808e-13
428,2003-12-03,00:00:00.00,0,0,-0.034778,0,0.479124,0,622.306,0,36.3829,187.599,10,0,0,0,0,856.733,826.3,0.775781,-5.68434e-13
429,2003-12-04,00:00:00.00,0.4,0,-0.034778,0,0.479124,0,622.805,-5.22985e-21,36.4477,187.436,10,0,0,0,0,857.133,826.7,0.775781,-4.54747e-13
430,2003-12-05,00:00:00.00,0.4,0,-0.034778,0,0.479124,0,623.193,-2.95211e-21,36.6224,187.273,10,0,0,0,0,857.533,827.1,0.775781,-4.54747e-13
431,2003-12-06,00:00:00.00,1,0,-0.034778,0,0.479124,0,623.35,8.31181e-20,37.2084,187.53,10,0,0,0,0,858.533,828.1,0.775781,5.68434e-13
432,2003-12-07,00:00:00.00,2.5,2.5,-0.034778,0,0.479124,0,623.886,1.4055e-19,38.6073,190.595,10,0,0,0,0,863.533,833.1,0.775781,-1.13687e-13
433,2003-12-08,00:00:00.00,0,0,-0.034778,0,0.479124,0,624.172,-1.34523e-36,38.7061,190.21,10,0,0,0,0,863.533,833.1,0.775781,7.95808e-13
434,2003-12-09,00:00:00.00,0,0,-0.034778,0,0.479124,0,624.471,0,38.7928,189.825,10,0,0,0,0,863.533,833.1,0.775781,1.47793e-12
435,2003-12-10,00:00:00.00,0,0,-0.034778,0,0.479124,0,624.895,0,38.7616,189.432,10,0,0,0,0,863.533,833.1,0.775781,3.41061e-13
436,2003-12-11,00:00:00.00,0,0,-0.034778,0,0.479124,0,625.326,0,38.7289,189.033,10,0,0,0,0,863.533,833.1,0.775781,-9.09495e-13
437,2003-12-12,00:00:00.00,3.2,0,-0.034778,0,0.479124,0,625.764,-4.78473e-21,39.6541,190.87,10,0,0,0,0,866.733,836.3,0.775781,-3.75167e-12
438,2003-12-13,00:00:00.00,2,0,-0.034778,0,0.479124,0,626.118,6.89399e-20,40.2567,191.914,10,0,0,0,0,868.733,838.3,0.775781,1.7053e-12
439,2003-12-14,00:00:00.00,13.8,0,-0.034778,0,0.479124,0,627.705,-1.36443e-19,42.9731,201.41,10,0,0,0,0,882.533,852.1,0.775781,-1.25056e-12
440,2003-12-15,00:00:00.00,6.1,6.1,-0.034778,0,0.479124,0,628.989,7.45144e-20,45.044,210.255,10,0,0,0,0,894.733,864.3,0.775781,-1.59162e-12
441,2003-12-16,00:00:00.00,0,9.1,-0.034778,0,0.479124,0,629.859,4.13638e-36,45.3109,209.988,10,0,8.23054,0,0,903.833,873.4,0.775781,-9.09495e-13
442,2003-12-17,00:00:00.00,0,2,-0.034778,0,0.479124,0,630.094,2.29615e-52,45.5312,209.724,10,0,10.0395,0,0,905.833,875.4,0.775781,-1.59162e-12
443,2003-12-18,00:00:00.00,0,0,-0.034778,0,0.479124,0,630.497,3.80705e-20,46.8181,218.073,10,0,0,0,0,905.833,875.4,0.775781,-1.13687e-13
444,2003-12-19,00:00:00.00,0,0,-0.034778,0,0.479124,0,630.885,2.11334e-36,46.6978,217.805,10,0,0,0,0,905.833,875.4,0.775781,5.68434e-13
445,2003-12-20,00:00:00.00,0.2,0,-0.034778,0,0.479124,0,631.447,0,46.4666,217.675,10,0,0,0,0,906.033,875.6,0.775781,-1.47793e-12
446,2003-12-21,00:00:00.00,0.4,0,-0.034778,0,0.479124,0,631.764,0,46.5334,217.691,10,0,0,0,0,906.433,876,0.775781,5.68434e-13
447,2003-12-22,00:00:00.00,1.9,1.9,-0.034778,0,0.479124,0,632.197,0,47.2784,220.313,10,0,0,0,0,910.233,879.8,0.775781,1.36424e-12
448,2003-12-23,00:00:00.00,0,5.9,-0.034778,0,0.479124,0,632.764,0,47.5365,220.052,10,0,5.33628,0,0,916.133,885.7,0.775781,-7.95808e-13
449,2003-12-24,00:00:00.00,0,0,-0.034778,0,0.479124,0,632.942,0,47.6213,219.789,10,0,5.33628,0,0,916.133,885.7,0.775781,3.41061e-13
450,2003-12-25,00:00:00.00,0,0,-0.034778,0,0.479124,0,633.224,0,47.6062,219.521,10,0,5.33628,0,0,916.133,885.7,0.775781,1.02318e-12
451,2003-12-26,00:00:00.00,0,0,-0.034778,0,0.479124,0,633.658,0,48.1896,223.84,10,0,0,0,0,916.133,885.7,0.775781,-1.13687e-13
452,2003-12-27,00:00:00.00,0,0,-0.034778,0,0.479124,0,633.971,0,48.145,223.572,10,0,0,0,0,916.133,885.7,0.775781,-1.13687e-12
453,2003-12-28,00:00:00.00,0,0,-0.034778,0,0.479124,0,634.34,0,48.0517,223.297,10,0,0,0,0,916.133,885.7,0.775781,7.95808e-13
454,2003-12-29,00:00:00.00,0,0,-0.034778,0,0.479124,0,634.734,0,47.9405,223.014,10,0,0,0,0,916.133,885.7,0.775781,9.09495e-13
455,2003-12-30,00:00:00.00,0,0,-0.034778,0,0.479124,0,635.114,0,47.8506,222.724,10,0,0,0,0,916.133,885.7,0.775781,-1.93268e-12
456,2003-12-31,00:00:00.00,0,0,-0.034778,0,0.479124,0,635.394,0,47.8629,222.432,10,0,0,0,0,916.133,885.7,0.775781,1.47793e-12
457,2004-01-01,00:00:00.00,0,1,-0.034778,0,0.479124,0,635.528,0,48.1082,222.147,10,0,0.904455,0,0,917.133,886.7,0.775781,-1.81899e-12
458,2004-01-02,00:00:00.00,0,0.2,-0.034778,0,0.479124,0,635.757,0,48.1826,221.863,10,0,1.08535,0,0,917.333,886.9,0.775781,-1.13687e-12
459,2004-01-03,00:00:00.00,0,2.8,-0.034778,0,0.479124,0,636.026,0,48.4572,221.587,10,0,3.61782,0,0,920.133,889.7,0.775781,3.41061e-13
460,2004-01-04,00:00:00.00,0,0.5,-0.034778,0,0.479124,0,636.219,0,48.5861,221.313,10,0,4.07005,0,0,920.633,890.2,0.775781,0
461,2004-01-05,00:00:00.00,0,5.5,-0.034778,0,0.479124,0,636.746,0,48.851,221.047,10,0,9.04455,0,0,926.133,895.7,0.775781,-5.68434e-13
462,2004-01-06,00:00:00.00,0,0,-0.034778,0,0.479124,0,636.901,0,48.9612,220.781,10,0,9.04455,0,0,926.133,895.7,0.775781,1.13687e-13
463,2004-01-07,00:00:00.00,0,19.6,-0.034778,0,0.479124,0,638.774,0,49.2197,220.523,10,0,26.7719,0,0,945.733,915.3,0.775781,-4.54747e-13
464,2004-01-08,00:00:00.00,0,0,-0.034778,0,0.479124,0,639.197,0,50.7103,231.03,10,0.683393,13.6679,0,0,945.733,915.3,0.775781,-4.54747e-13
465,2004-01-09,00:00:00.00,0.2,0,-0.034778,0,0.479124,0,639.506,0,51.8649,239.821,10,0.204593,4.09187,0,0,945.933,915.5,0.775781,-1.13687e-13
466,2004-01-10,00:00:00.00,2.7,2.7,-0.034778,0,0.479124,0,640.081,0,53.062,247.746,10,0,0,0,0,951.333,920.9,0.775781,-2.27374e-13
467,2004-01-11,00:00:00.00,5,5,-0.034778,0,0.479124,0,641.132,0,54.1233,255.633,10,0,0,0,0,961.333,930.9,0.775781,1.13687e-13
468,2004-01-12,00:00:00.00,7.2,0,-0.034778,0,0.479124,0,641.97,0,54.8539,261.264,10,0,0,0,0,968.533,938.1,0.775781,2.16005e-12
469,2004-01-13,00:00:00.00,1.5,1.5,-0.034778,0,0.479124,0,642.387,0,55.1452,263.557,10,0,0,0,0,971.533,941.1,0.775781,1.13687e-13
470,2004-01-14,00:00:00.00,2.7,2.7,-0.034778,0,0.479124,0,642.974,0,55.6894,267.825,10,0,0,0,0,976.933,946.5,0.775781,1.36424e-12
471,2004-01-15,00:00:00.00,2,2,-0.034778,0,0.479124,0,643.484,0,56.0418,270.963,10,0,0,0,0,980.933,950.5,0.775781,-1.36424e-12
472,2004-01-16,00:00:00.00,2.9,2.9,-0.034778,0,0.479124,0,644.095,0,56.5961,275.597,10,0,0,0,0,986.733,956.3,0.775781,1.36424e-12
473,2004-01-17,00:00:00.00,0,0.2,-0.034778,0,0.479124,0,644.453,0,56.4276,275.608,10,0,0,0,0,986.933,956.5,0.775781,9.09495e-13
474,2004-01-18,00:00:00.00,0,0.2,-0.034778,0,0.479124,0,644.747,0,56.3311,275.61,10,0,0,0,0,987.133,956.7,0.775781,0
475,2004-01-19,00:00:00.00,0,5.8,-0.034778,0,0.479124,0,645.308,0,56.4854,275.449,10,0,5.24584,0,0,992.933,962.5,0.775781,-1.47793e-12
476,2004-01-20,00:00:00.00,0,18.1,-0.034778,0,0.479124,0,647.037,0,56.643,275.291,10,0,21.6165,0,0,1011.03,980.6,0.775781,1.02318e-12
477,2004-01-21,00:00:00.00,0,4.7,-0.034778,0,0.479124,0,647.489,0,56.7953,275.137,10,0,25.8674,0,0,1015.73,985.3,0.775781,-1.13687e-12
478,2004-01-22,00:00:00.00,0,5.4,-0.034778,0,0.479124,0,648.005,0,56.947,274.985,10,0,30.7515,0,0,1021.13,990.7,0.775781,5.68434e-13
479,2004-01-23,00:00:00.00,0,2.1,-0.034778,0,0.479124,0,648.224,0,57.0779,274.836,10,0,32.6508,0,0,1023.23,992.8,0.775781,-1.13687e-12
480,2004-01-24,00:00:00.00,0,0,-0.034778,0,0.479124,0,648.498,0,56.9611,274.678,10,0,32.6508,0,0,1023.23,992.8,0.775781,-3.18323e-12
481,2004-01-25,00:00:00.00,0,1.7,-0.034778,0,0.479124,0,648.768,0,57.012,274.52,10,0,34.1884,0,0,1024.93,994.5,0.775781,-3.29692e-12
482,2004-01-26,00:00:00.00,0,3.4,-0.034778,0,0.479124,0,649.27,0,56.9966,274.359,10,0,37.2635,0,0,1028.33,997.9,0.775781,2.27374e-13
483,2004-01-27,00:00:00.00,0,0,-0.034778,0,0.479124,0,649.784,0,56.66,274.181,10,0,37.2635,0,0,1028.33,997.9,0.775781,-1.36424e-12
484,2004-01-28,00:00:00.00,0,1.1,-0.034778,0,0.479124,0,649.973,0,56.7513,274.005,10,0,38.2584,0,0,1029.43,999,0.775781,-1.25056e-12
485,2004-01-29,00:00:00.00,0,0,-0.034778,0,0.479124,0,650.297,0,56.6113,273.822,10,0,38.2584,0,0,1029.43,999,0.775781,-2.84217e-12
486,2004-01-30,00:00:00.00,0,6.3,-0.034778,0,0.479124,0,650.904,0,56.7849,273.643,10,0,43.9565,0,0,1035.73,1005.3,0.775781,-2.6148e-12
487,2004-01-31,00:00:00.00,0,3.6,-0.034778,0,0.479124,0,651.292,0,56.9145,273.469,10,0,47.2126,0,0,1039.33,1008.9,0.775781,6.82121e-13
