trial    best fitness   Kal_POROSITY  Kal_FIELD_CAPACITY  Kal_SAT_WILT  Kal_HBV_BETA  Kal_MAX_CAP_RISE_RATE  Kal_MAX_PERC_RATE  Kal_BASEFLOW_COEFF  Kal_BASEFLOW_N  Kal_SAI_HT_RATIO  Kal_MAX_CAPACITY  Kal_MAX_SNOW_CAPACITY  Kal_RAIN_ICEPT_FACT  Kal_SNOW_ICEPT_FACT  Kal_RAIN_ICEPT_PCT  Kal_SNOW_ICEPT_PCT  Kal_MELT_FACTOR  Kal_MIN_MELT_FACTOR  Kal_HBV_MELT_FOR_CORR  Kal_REFREEZE_FACTOR  Kal_HBV_MELT_ASP_CORR   trials remaining
1671  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  3.791712E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.490000E+02
1681  1.647620E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.298858E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  3.885252E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.390000E+02
1685  1.642238E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  3.885252E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.350000E+02
1691  1.642238E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  4.939819E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.290000E+02
1694  1.642238E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.738688E-03  4.993300E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.260000E+02
1696  1.642238E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.232602E-03  4.993300E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.240000E+02
1706  1.642238E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.232602E-03  4.334526E-03  9.908228E-01  9.763739E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.140000E+02
1722  1.642212E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.232602E-03  4.334526E-03  9.908228E-01  8.771610E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  9.800000E+01
1723  1.642212E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.232602E-03  5.093682E-03  9.908228E-01  8.771610E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  9.700000E+01
1725  1.642212E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.232602E-03  5.919075E-03  9.908228E-01  8.771610E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  9.500000E+01
1727  1.642206E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  3.232602E-03  5.919075E-03  9.908228E-01  9.277498E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  9.300000E+01
1729  1.642206E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.594834E-03  5.919075E-03  9.908228E-01  9.277498E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  9.100000E+01
1732  1.642206E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.798087E-03  5.919075E-03  9.908228E-01  9.277498E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  8.800000E+01
1734  1.642206E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.798087E-03  5.170498E-03  9.908228E-01  9.277498E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  8.600000E+01
1741  1.642206E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.798087E-03  4.510324E-03  9.908228E-01  9.277498E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  7.900000E+01
1742  1.642206E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  8.753913E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  4.510324E-03  9.908228E-01  9.277498E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  7.800000E+01
1755  1.641391E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  4.510324E-03  9.908228E-01  9.277498E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  6.500000E+01
1757  1.641391E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  3.999606E-03  9.908228E-01  9.277498E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  6.300000E+01
1759  1.641358E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  3.999606E-03  9.908228E-01  9.017949E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  6.100000E+01
1761  1.641357E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  1.537512E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  3.999606E-03  9.937375E-01  9.017949E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  5.900000E+01
1763  1.641261E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.577116E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  3.999606E-03  9.937375E-01  9.017949E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  5.700000E+01
1765  1.641260E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.577116E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  3.999606E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  5.500000E+01
1769  1.641248E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.782446E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  3.999606E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  5.100000E+01
1777  1.641248E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.961689E+00  2.782446E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  2.223616E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.300000E+01
1779  1.641208E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.970507E+00  2.782446E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.047234E-03  2.223616E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  4.100000E+01
1790  1.641208E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.970507E+00  2.782446E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.412387E-03  2.223616E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  3.000000E+01
1792  1.641138E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.970507E+00  5.630787E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.412387E-03  2.223616E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.800000E+01
1796  1.641138E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.970507E+00  5.630787E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.412387E-03  2.018199E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  2.400000E+01
1805  1.641138E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.970507E+00  5.630787E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  5.110934E-03  2.018199E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  1.500000E+01
1811  1.641138E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.970507E+00  5.630787E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.567291E-03  2.018199E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  9.000000E+00
1820  1.641138E+02  8.977376E-01  2.095629E-01  2.081462E-01  9.970507E+00  5.630787E-01  2.222113E+01  7.600429E-02  9.966813E+00  4.152819E-03  2.985008E+00  2.949828E+00  4.567291E-03  2.018199E-03  9.937375E-01  8.611022E-01  1.999644E+00  3.497631E+00  9.895729E-01  1.045096E-02  5.139204E-01  0.000000E+00
