Run   obj.function   Kal_POROSITY  Kal_FIELD_CAPACITY  Kal_SAT_WILT  Kal_HBV_BETA  Kal_MAX_CAP_RISE_RATE  Kal_MAX_PERC_RATE  Kal_BASEFLOW_COEFF  Kal_BASEFLOW_N  Kal_SAI_HT_RATIO  Kal_MAX_CAPACITY  Kal_MAX_SNOW_CAPACITY  Kal_RAIN_ICEPT_FACT  Kal_SNOW_ICEPT_FACT  Kal_RAIN_ICEPT_PCT  Kal_SNOW_ICEPT_PCT  Kal_MELT_FACTOR  Kal_MIN_MELT_FACTOR  Kal_HBV_MELT_FOR_CORR  Kal_REFREEZE_FACTOR  Kal_HBV_MELT_ASP_CORR  
61    4.101551E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.715576E+00  8.894210E-01  7.212002E-01  1.268586E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.163687E+00  9.000000E-01  1.000000E+00  7.583600E-01  
62    2.943766E+02  4.981200E-01  1.177700E-01  0.000000E+00  7.256750E-01  1.121600E+00  0.000000E+00  5.000000E-02  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  5.000000E-02  5.000000E-02  3.133900E+00  1.303600E+00  1.000000E+00  1.000000E+00  6.583600E-01  
63    4.334393E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.725575E+00  8.434719E-01  7.102142E-01  1.329688E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.309928E+00  1.098892E+00  9.000000E-01  1.000000E+00  7.583600E-01  
64    4.342819E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.725575E+00  8.202390E-01  7.102743E-01  1.343451E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.307701E+00  1.108596E+00  9.000000E-01  1.000000E+00  7.583600E-01  
65    4.323765E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.725575E+00  8.671863E-01  7.099544E-01  1.315020E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.310429E+00  1.089645E+00  9.000000E-01  1.000000E+00  7.583600E-01  
66    2.941151E+02  4.981200E-01  1.177700E-01  0.000000E+00  7.356740E-01  1.121600E+00  0.000000E+00  5.000000E-02  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  5.000000E-02  5.000000E-02  3.133900E+00  1.303600E+00  1.000000E+00  1.000000E+00  6.583600E-01  
67    4.153148E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.735574E+00  8.583224E-01  7.161711E-01  1.331030E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.199450E+00  9.000000E-01  1.000000E+00  7.583600E-01  
68    4.149276E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.735574E+00  8.362007E-01  7.159401E-01  1.344068E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.216118E+00  9.000000E-01  1.000000E+00  7.583600E-01  
69    4.154332E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.735574E+00  8.810082E-01  7.162116E-01  1.317073E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.333900E+00  1.183680E+00  9.000000E-01  1.000000E+00  7.583600E-01  
70    2.938609E+02  4.981200E-01  1.177700E-01  0.000000E+00  7.456730E-01  1.121600E+00  0.000000E+00  5.000000E-02  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  5.000000E-02  5.000000E-02  3.133900E+00  1.303600E+00  1.000000E+00  1.000000E+00  6.583600E-01  
71    4.505540E+02  5.773200E-01  2.175700E-01  0.000000E+00  1.745573E+00  8.673758E-01  7.114794E-01  1.365057E-01  1.000000E+00  0.000000E+00  1.625930E+01  6.676300E+00  5.000000E-02  5.000000E-02  3.200000E-02  6.800000E-02  3.143525E+00  1.061055E+00  9.000000E-01  1.000000E+00  7.583600E-01  
